method,baseline,domain,metric,run_minus_baseline,ci_low,ci_high,paired_environments,fixed_policies,baseline_fixed_policies,ci_method
visuotactile_margin_rl,visuotactile_rl,ood,native_shaped_return,2.206830412380479,-2.5962338262259,6.023854890511233,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,all,sustained_10cm_lift_within_force_budget,-0.05,-0.15,0.0,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,all,sustained_10cm_lift_within_force_budget,-0.2,-0.35,-0.05,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,all,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,all,sustained_10cm_lift_success,-0.2,-0.3166666666666667,-0.08333333333333334,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,all,sustained_10cm_lift_success,-0.25,-0.3666666666666667,-0.13291666666666896,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,all,sustained_10cm_lift_success,-2.7755575615628915e-18,-0.06666666666666668,0.08333333333333333,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,all,force_budget_exceeded,0.016666666666666656,-0.1,0.13333333333333333,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,all,force_budget_exceeded,0.26666666666666666,-0.016666666666666673,0.5166666666666666,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,all,force_budget_exceeded,0.08333333333333333,0.0,0.18333333333333332,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,all,intervention_force_budget_exceeded,-0.08333333333333334,-0.2,0.0,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,all,intervention_force_budget_exceeded,0.31666666666666665,0.0,0.6,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,all,intervention_force_budget_exceeded,0.0,-0.05,0.05,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,all,full_episode_peak_normal_N,-0.313352511326472,-1.4969837519526483,0.6235871574282644,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,all,full_episode_peak_normal_N,2.780581500132879,-0.37318169285853714,5.972125580112136,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,all,full_episode_peak_normal_N,1.391345346967379,0.7396009941895803,2.3039387968182554,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,all,native_shaped_return,-0.703718012841458,-7.195653428076118,4.551408933482902,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,all,native_shaped_return,-3.8727278095478708,-11.841993960742982,3.1210552782707834,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,all,native_shaped_return,7.42604410861585,2.937077996176979,13.270151568458715,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,id,sustained_10cm_lift_within_force_budget,-0.1,-0.3,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,id,sustained_10cm_lift_within_force_budget,-0.4,-0.7,-0.1,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,id,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,id,sustained_10cm_lift_success,-0.4,-0.6333333333333334,-0.16666666666666669,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,id,sustained_10cm_lift_success,-0.5,-0.7666666666666667,-0.2666666666666667,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,id,sustained_10cm_lift_success,-5.551115123125783e-18,-0.13333333333333336,0.16666666666666666,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,id,force_budget_exceeded,-0.03333333333333334,-0.1,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,id,force_budget_exceeded,0.06666666666666665,-0.23333333333333334,0.36666666666666664,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,id,force_budget_exceeded,0.06666666666666667,0.0,0.2,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,id,intervention_force_budget_exceeded,-0.06666666666666668,-0.2,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,id,intervention_force_budget_exceeded,0.3333333333333333,-0.06666666666666668,0.7,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,id,intervention_force_budget_exceeded,0.03333333333333333,0.0,0.1,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,id,full_episode_peak_normal_N,-1.8562065164248147,-4.313023894826571,0.014952835043272028,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,id,full_episode_peak_normal_N,0.8157907923062645,-4.191016529401143,5.516390014886852,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,id,full_episode_peak_normal_N,1.0295367101828259,0.01925904512405484,2.8223438243071235,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,id,native_shaped_return,-16.282564321561097,-29.0773206472786,-6.791086644724339,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,id,native_shaped_return,-22.758303372310362,-38.003635982560375,-10.204121006447048,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,id,native_shaped_return,4.182779390598746,-3.0920750568301925,14.524465750967545,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,ood,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,ood,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,ood,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,ood,sustained_10cm_lift_success,0.0,0.0,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,ood,sustained_10cm_lift_success,0.0,0.0,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,ood,sustained_10cm_lift_success,0.0,0.0,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,ood,force_budget_exceeded,0.06666666666666665,-0.13333333333333336,0.26666666666666666,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,ood,force_budget_exceeded,0.4666666666666666,-0.03333333333333336,0.8666666666666666,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,ood,force_budget_exceeded,0.1,0.0,0.26666666666666666,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,ood,intervention_force_budget_exceeded,-0.1,-0.3,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,ood,intervention_force_budget_exceeded,0.3,-0.2,0.8,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,ood,intervention_force_budget_exceeded,-0.03333333333333333,-0.1,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,ood,full_episode_peak_normal_N,1.229501493771871,0.7952218381563821,1.689718700647354,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,ood,full_episode_peak_normal_N,4.745372207959493,0.7006275540590285,8.987339472373327,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,ood,full_episode_peak_normal_N,1.7531539837519325,1.1815346217155458,2.4066434834400803,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,script,ood,native_shaped_return,14.875128295878179,9.72227075993267,19.532923736648094,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,force_feedback,ood,native_shaped_return,15.01284775321462,9.08782974867734,20.003421678285278,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_bc,vision_bc,ood,native_shaped_return,10.669308826632953,5.8518160862124615,16.008109835702513,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,all,sustained_10cm_lift_within_force_budget,-0.06666666666666668,-0.2166666666666667,0.06666666666666667,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,all,sustained_10cm_lift_within_force_budget,-0.2166666666666667,-0.4,-0.03333333333333334,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,all,sustained_10cm_lift_within_force_budget,-0.01666666666666667,-0.15,0.1,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,all,sustained_10cm_lift_within_force_budget,-0.01666666666666667,-0.15,0.1,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,all,sustained_10cm_lift_success,-0.2833333333333333,-0.40041666666666664,-0.15,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,all,sustained_10cm_lift_success,-0.33333333333333337,-0.45,-0.2,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,all,sustained_10cm_lift_success,-0.08333333333333334,-0.2333333333333333,0.03333333333333334,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,all,sustained_10cm_lift_success,2.7755575615628915e-18,-0.15,0.11666666666666665,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,all,force_budget_exceeded,0.06666666666666665,-0.11666666666666667,0.2833333333333333,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,all,force_budget_exceeded,0.31666666666666665,0.11666666666666665,0.5166666666666667,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,all,force_budget_exceeded,0.04999999999999998,-0.15000000000000002,0.25000000000000006,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,all,force_budget_exceeded,-0.21666666666666665,-0.35000000000000003,-0.1,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,all,intervention_force_budget_exceeded,0.016666666666666653,-0.1504166666666667,0.2,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,all,intervention_force_budget_exceeded,0.41666666666666663,0.21666666666666665,0.6333333333333333,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,all,intervention_force_budget_exceeded,0.09999999999999998,-0.10000000000000002,0.3,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,all,intervention_force_budget_exceeded,-0.25,-0.4,-0.11666666666666667,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,all,full_episode_peak_normal_N,-0.7910157243410747,-4.06598845154047,2.6213000383973113,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,all,full_episode_peak_normal_N,2.3029182871182754,1.5450688773393628,3.143182882765929,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,all,full_episode_peak_normal_N,-0.4776632130146027,-3.2341341852645074,2.3086220879852775,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,all,full_episode_peak_normal_N,-2.973911686738332,-4.145007236599922,-1.7821884464224187,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,all,native_shaped_return,4.7187895337598915,-3.153312416038748,14.221677371718972,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,all,native_shaped_return,1.5497797370534783,-3.7508909025230914,7.0007198790412035,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,all,native_shaped_return,5.4225075466013495,-2.5418194449766776,13.675229084849335,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,all,native_shaped_return,20.27657603751758,10.216761603703894,28.42559648481193,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,id,sustained_10cm_lift_within_force_budget,-0.13333333333333336,-0.4333333333333334,0.13333333333333333,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,id,sustained_10cm_lift_within_force_budget,-0.4333333333333334,-0.8,-0.03333333333333336,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,id,sustained_10cm_lift_within_force_budget,-0.03333333333333334,-0.3,0.2,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,id,sustained_10cm_lift_within_force_budget,-0.03333333333333334,-0.3,0.2,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,id,sustained_10cm_lift_success,-0.5666666666666667,-0.8333333333333333,-0.3,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,id,sustained_10cm_lift_success,-0.6666666666666667,-0.9,-0.4333333333333333,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,id,sustained_10cm_lift_success,-0.16666666666666669,-0.4333333333333333,0.06666666666666668,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,id,sustained_10cm_lift_success,5.551115123125783e-18,-0.3,0.23333333333333334,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,id,force_budget_exceeded,0.033333333333333326,-0.2666666666666667,0.39999999999999997,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,id,force_budget_exceeded,0.13333333333333333,-0.13333333333333336,0.4,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,id,force_budget_exceeded,0.06666666666666665,-0.2666666666666667,0.4333333333333333,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,id,force_budget_exceeded,-0.3,-0.5000000000000001,-0.1,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,id,intervention_force_budget_exceeded,0.0,-0.30000000000000004,0.36666666666666664,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,id,intervention_force_budget_exceeded,0.4,0.16666666666666666,0.6333333333333333,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,id,intervention_force_budget_exceeded,0.06666666666666665,-0.2666666666666667,0.4,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,id,intervention_force_budget_exceeded,-0.3,-0.5333333333333334,-0.1,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,id,full_episode_peak_normal_N,-1.3797508160273233,-6.509673791329066,4.023149563670156,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,id,full_episode_peak_normal_N,1.2922464927037554,0.5615015594164529,2.1925925159454343,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,id,full_episode_peak_normal_N,0.4764557003974911,-4.307484872043134,5.399405728379882,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,id,full_episode_peak_normal_N,-3.503999559084575,-5.3848419880867,-1.5594771232207647,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,id,native_shaped_return,1.0100050564809968,-14.116622830852258,18.864980984376004,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,id,native_shaped_return,-5.4657339942682714,-16.031488628532312,4.2317822714724365,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,id,native_shaped_return,17.292569378042092,2.2740575014451627,33.40315194013693,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,id,native_shaped_return,29.670574773358283,11.207181659753553,43.455229175594255,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,ood,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,ood,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,ood,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,ood,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,ood,sustained_10cm_lift_success,0.0,0.0,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,ood,sustained_10cm_lift_success,0.0,0.0,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,ood,sustained_10cm_lift_success,0.0,0.0,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,ood,sustained_10cm_lift_success,0.0,0.0,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,ood,force_budget_exceeded,0.09999999999999999,-0.06666666666666668,0.26666666666666666,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,ood,force_budget_exceeded,0.5,0.19999999999999996,0.8,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,ood,force_budget_exceeded,0.03333333333333334,-0.16666666666666669,0.26666666666666666,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,ood,force_budget_exceeded,-0.13333333333333336,-0.2666666666666667,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,ood,intervention_force_budget_exceeded,0.033333333333333326,-0.1,0.2,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,ood,intervention_force_budget_exceeded,0.4333333333333333,0.13249999999999995,0.7666666666666666,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,ood,intervention_force_budget_exceeded,0.1333333333333333,-0.06666666666666668,0.36666666666666664,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,ood,intervention_force_budget_exceeded,-0.2,-0.4,-0.03333333333333334,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,ood,full_episode_peak_normal_N,-0.20228063265482588,-3.3961149426301316,2.945060106913243,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,ood,full_episode_peak_normal_N,3.3135900815327957,2.060240850845972,4.657829283078512,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,ood,full_episode_peak_normal_N,-1.4317821264266966,-4.463876297473907,1.917887137929599,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,ood,full_episode_peak_normal_N,-2.44382381439209,-4.057526557445526,-0.9725563637415571,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,script,ood,native_shaped_return,8.427574011038786,4.911491878287126,12.775138452940926,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,force_feedback,ood,native_shaped_return,8.565293468375227,5.128937784619638,12.691463867016646,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,visuotactile_bc,ood,native_shaped_return,-6.447554284839393,-13.210727757989002,0.6629703495127135,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_rl,vision_rl,ood,native_shaped_return,10.88257730167687,3.77206307459165,17.552728161000722,10,3,3,stratified paired environment bootstrap of fixed-policy averages
