method,domain,metric,estimate,ci_low,ci_high,policy_runs,environment_episodes,training_seed_sd,per_policy_counts,per_policy_estimates,run_names,ci_method
visuotactile_margin_rl,ood,intervention_force_budget_exceeded,0.1,0.0,0.19999999999999998,3,10,0.17320508075688773,"[0.0, 3.0, 0.0]","[0.0, 0.3, 0.0]","[""visuotactile_margin_seed0_rl"", ""visuotactile_margin_seed1_rl"", ""visuotactile_margin_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_margin_rl,ood,full_episode_peak_normal_N,4.327381086349487,2.9301321903864546,5.790600274205207,3,10,2.860945078004691,,"[2.6635434865951537, 7.630886435508728, 2.6877133369445803]","[""visuotactile_margin_seed0_rl"", ""visuotactile_margin_seed1_rl"", ""visuotactile_margin_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_margin_rl,ood,native_shaped_return,47.26561264243767,45.8185816713313,48.45593154085883,3,10,3.900675408094351,,"[51.08841693927967, 43.291471024198245, 47.41694996383507]","[""visuotactile_margin_seed0_rl"", ""visuotactile_margin_seed1_rl"", ""visuotactile_margin_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,sustained_10cm_lift_within_force_budget,0.05,0.0,0.15,3,20,8.498374721940739e-18,"[1.0, 1.0, 1.0]","[0.05, 0.05, 0.05]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,sustained_10cm_lift_success,0.15,0.05,0.2504166666666644,3,20,0.08660254037844387,"[2.0, 5.0, 2.0]","[0.1, 0.25, 0.1]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,force_budget_exceeded,0.5666666666666667,0.36666666666666664,0.7666666666666666,3,20,0.10408329997330663,"[9.0, 12.0, 13.0]","[0.45, 0.6, 0.65]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,intervention_force_budget_exceeded,0.4666666666666666,0.25,0.6833333333333333,3,20,0.028867513459481284,"[9.0, 10.0, 9.0]","[0.45, 0.5, 0.45]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,full_episode_peak_normal_N,9.95528234442075,6.784365591655175,13.150945005069174,3,20,0.4814332642488832,,"[9.473047995567322, 10.43591050505638, 9.95688853263855]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,native_shaped_return,55.94259108743614,47.04420396995671,64.29075696370316,3,20,6.478926461505321,,"[49.07355034166919, 61.943957290972264, 56.81026562966699]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,sustained_10cm_lift_within_force_budget,0.1,0.0,0.3,3,10,1.6996749443881478e-17,"[1.0, 1.0, 1.0]","[0.1, 0.1, 0.1]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,sustained_10cm_lift_success,0.3,0.1,0.5333333333333333,3,10,0.17320508075688773,"[2.0, 5.0, 2.0]","[0.2, 0.5, 0.2]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,force_budget_exceeded,0.4666666666666666,0.2,0.7666666666666666,3,10,0.05773502691896257,"[4.0, 5.0, 5.0]","[0.4, 0.5, 0.5]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,intervention_force_budget_exceeded,0.4333333333333333,0.13333333333333333,0.7333333333333333,3,10,0.05773502691896256,"[4.0, 5.0, 4.0]","[0.4, 0.5, 0.4]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,full_episode_peak_normal_N,8.295185967286429,3.7704268296559653,13.084329527219136,3,10,0.3804308829472755,,"[8.339008998870849, 8.651807558536529, 7.894741344451904]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,native_shaped_return,60.37884565997572,43.847735302035105,76.12316314893687,3,10,6.860183843100754,,"[56.85017891168777, 68.28512543536627, 56.0012326328731]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,3,10,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,sustained_10cm_lift_success,0.0,0.0,0.0,3,10,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,force_budget_exceeded,0.6666666666666666,0.4,0.9,3,10,0.1527525231651947,"[5.0, 7.0, 8.0]","[0.5, 0.7, 0.8]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,intervention_force_budget_exceeded,0.5,0.2,0.8,3,10,0.0,"[5.0, 5.0, 5.0]","[0.5, 0.5, 0.5]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,full_episode_peak_normal_N,11.615378721555073,7.8953979031244925,15.839431587855021,3,10,0.878969379775177,,"[10.607086992263794, 12.220013451576232, 12.019035720825196]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,native_shaped_return,51.506336514896574,45.84084504438547,56.789024750747416,3,10,8.89891508389198,,"[41.29692177165061, 55.602789146578246, 57.619298626460875]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,all,sustained_10cm_lift_within_force_budget,0.03333333333333333,0.0,0.1,3,20,0.02886751345948129,"[1.0, 1.0, 0.0]","[0.05, 0.05, 0.0]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,all,sustained_10cm_lift_success,0.06666666666666667,0.0,0.15,3,20,0.07637626158259733,"[3.0, 1.0, 0.0]","[0.15, 0.05, 0.0]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,all,force_budget_exceeded,0.6166666666666666,0.45,0.7666666666666666,3,20,0.20816659994661324,"[9.0, 11.0, 17.0]","[0.45, 0.55, 0.85]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,all,intervention_force_budget_exceeded,0.5666666666666667,0.3833333333333333,0.7333333333333333,3,20,0.12583057392117913,"[9.0, 11.0, 14.0]","[0.45, 0.55, 0.7]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,all,full_episode_peak_normal_N,9.477619131406147,8.300459565718969,10.576882724563282,3,20,1.314521921964315,,"[8.235865986347198, 9.342516386508942, 10.854475021362305]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,all,native_shaped_return,61.365098634037494,54.96862520117609,67.62147026323271,3,20,7.9428236009852,,"[69.733811782549, 60.43065389471135, 53.93083022485214]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,id,sustained_10cm_lift_within_force_budget,0.06666666666666667,0.0,0.2,3,10,0.05773502691896258,"[1.0, 1.0, 0.0]","[0.1, 0.1, 0.0]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,id,sustained_10cm_lift_success,0.13333333333333333,0.0,0.2666666666666667,3,10,0.15275252316519466,"[3.0, 1.0, 0.0]","[0.3, 0.1, 0.0]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,id,force_budget_exceeded,0.5333333333333333,0.3,0.7666666666666666,3,10,0.23094010767585033,"[4.0, 4.0, 8.0]","[0.4, 0.4, 0.8]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,id,intervention_force_budget_exceeded,0.5,0.2333333333333333,0.7666666666666666,3,10,0.17320508075688767,"[4.0, 4.0, 7.0]","[0.4, 0.4, 0.7]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,id,full_episode_peak_normal_N,8.77164166768392,7.036033115386964,10.420101546049116,3,10,1.343462953998554,,"[7.56633198261261, 8.528534054756165, 10.220058965682984]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,id,native_shaped_return,77.6714150380178,65.48185054030415,89.78779425489824,3,10,16.05310784110128,,"[94.4007462919726, 76.22045884987395, 62.39303997220687]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,ood,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,3,10,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,ood,sustained_10cm_lift_success,0.0,0.0,0.0,3,10,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,ood,force_budget_exceeded,0.7000000000000001,0.4666666666666666,0.9,3,10,0.2,"[5.0, 7.0, 9.0]","[0.5, 0.7, 0.9]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,ood,intervention_force_budget_exceeded,0.6333333333333333,0.3333333333333333,0.9,3,10,0.11547005383792512,"[5.0, 7.0, 7.0]","[0.5, 0.7, 0.7]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,ood,full_episode_peak_normal_N,10.183596595128378,8.621303788820903,11.794451596339544,3,10,1.2919586952756048,,"[8.905399990081786, 10.15649871826172, 11.488891077041625]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_rl,ood,native_shaped_return,45.05878223005719,41.83320976903205,48.586073133365396,3,10,0.41394513773103236,,"[45.066877273125385, 44.640848939548775, 45.468620477497396]","[""visuotactile_seed0_rl"", ""visuotactile_seed1_rl"", ""visuotactile_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
