group,domain,metric,metric_type,estimate,ci_low,ci_high,n_environments,n_policies,ci_method
WM_BC_visuotactile,geometry_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
WM_BC_visuotactile,physics_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
WM_BC_visuotactile,combined_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
WM_BC_visuotactile,all,setup_peak_N,mean,0.0,0.0,0.0,120,3,paired_environment_percentile_bootstrap_95pct
WM_BC_visuotactile,id,strict_longest,mean,16.622222222222224,12.488888888888889,20.833333333333332,30,3,paired_environment_percentile_bootstrap_95pct
WM_BC_visuotactile,geometry_ood,strict_longest,mean,8.233333333333333,5.2219444444444445,11.400277777777777,30,3,paired_environment_percentile_bootstrap_95pct
WM_BC_visuotactile,physics_ood,strict_longest,mean,7.911111111111111,4.888611111111111,11.289166666666667,30,3,paired_environment_percentile_bootstrap_95pct
WM_BC_visuotactile,combined_ood,strict_longest,mean,4.044444444444444,1.388611111111111,7.222499999999998,30,3,paired_environment_percentile_bootstrap_95pct
WM_BC_visuotactile,all,strict_longest,mean,9.202777777777778,7.616527777777778,10.927777777777777,120,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,id,strict_lift,rate,0.4666666666666667,0.3555555555555555,0.5777777777777777,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,geometry_ood,strict_lift,rate,0.26666666666666666,0.17777777777777776,0.36666666666666664,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,physics_ood,strict_lift,rate,0.45555555555555555,0.36666666666666664,0.5444444444444444,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,combined_ood,strict_lift,rate,0.16666666666666666,0.1,0.24444444444444444,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,all,strict_lift,rate,0.33888888888888885,0.29437499999999994,0.38611111111111107,120,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,id,joint_success,rate,0.15555555555555553,0.1,0.2111111111111111,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,geometry_ood,joint_success,rate,0.1111111111111111,0.04444444444444444,0.18888888888888886,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,physics_ood,joint_success,rate,0.06666666666666667,0.02222222222222222,0.12222222222222222,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,combined_ood,joint_success,rate,0.04444444444444444,0.0,0.1,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,all,joint_success,rate,0.09444444444444443,0.06388888888888888,0.125,120,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,id,force_violation,rate,0.4111111111111111,0.3,0.5222222222222223,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,geometry_ood,force_violation,rate,0.17777777777777776,0.1,0.26666666666666666,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,physics_ood,force_violation,rate,0.5333333333333333,0.4111111111111111,0.6666666666666666,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,combined_ood,force_violation,rate,0.28888888888888886,0.18888888888888886,0.4,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,all,force_violation,rate,0.35277777777777775,0.3,0.4083333333333333,120,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,id,peak_N,mean,8.259783197773826,6.909902185400327,9.708399976988632,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,geometry_ood,peak_N,mean,3.7117938614553876,2.4724143275287416,5.099953897297381,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,physics_ood,peak_N,mean,9.430084767606523,7.838101566897499,11.175094573199749,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,combined_ood,peak_N,mean,4.936583007706536,3.7669438221388387,6.264642137620183,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,all,peak_N,mean,6.584561208635567,5.905425994031959,7.342286546023355,120,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,id,max_height_m,mean,0.10222566089230693,0.08897867991010168,0.11609471478987766,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,geometry_ood,max_height_m,mean,0.05406068469164893,0.03608331962129645,0.07270425720473414,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,physics_ood,max_height_m,mean,0.07636129603617721,0.06267089611643718,0.09014561911630961,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,combined_ood,max_height_m,mean,0.039399161727892026,0.02808073313182427,0.05121549333135286,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,all,max_height_m,mean,0.06801170083700628,0.060625173811988335,0.07546707332713089,120,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,id,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,geometry_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,physics_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,combined_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,all,setup_peak_N,mean,0.0,0.0,0.0,120,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,id,strict_longest,mean,14.1,10.355,17.855555555555554,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,geometry_ood,strict_longest,mean,8.377777777777776,5.288888888888889,11.789166666666667,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,physics_ood,strict_longest,mean,14.966666666666667,12.244444444444444,17.72222222222222,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,combined_ood,strict_longest,mean,6.511111111111111,3.921666666666667,9.456111111111108,30,3,paired_environment_percentile_bootstrap_95pct
BC_visuotactile,all,strict_longest,mean,10.988888888888887,9.455555555555556,12.619583333333331,120,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,id,strict_lift,rate,0.8222222222222223,0.7333333333333333,0.9111111111111111,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,geometry_ood,strict_lift,rate,0.7222222222222222,0.5997222222222223,0.8444444444444444,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,physics_ood,strict_lift,rate,0.611111111111111,0.5222222222222223,0.7,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,combined_ood,strict_lift,rate,0.611111111111111,0.47777777777777775,0.7333333333333333,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,all,strict_lift,rate,0.6916666666666667,0.6361111111111111,0.7444444444444444,120,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,id,joint_success,rate,0.3555555555555555,0.23333333333333334,0.4888888888888889,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,geometry_ood,joint_success,rate,0.3333333333333333,0.2,0.47777777777777775,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,physics_ood,joint_success,rate,0.17777777777777776,0.07777777777777777,0.28888888888888886,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,combined_ood,joint_success,rate,0.13333333333333333,0.04444444444444444,0.23333333333333334,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,all,joint_success,rate,0.25,0.19166666666666668,0.30833333333333335,120,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,id,force_violation,rate,0.5666666666666667,0.4111111111111111,0.711111111111111,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,geometry_ood,force_violation,rate,0.4111111111111111,0.27777777777777773,0.5555555555555556,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,physics_ood,force_violation,rate,0.6333333333333333,0.4777777777777778,0.7777777777777778,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,combined_ood,force_violation,rate,0.5222222222222223,0.3777777777777777,0.6555555555555556,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,all,force_violation,rate,0.5333333333333333,0.4583333333333333,0.6056249999999996,120,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,id,peak_N,mean,11.047757577896117,9.32030062072807,12.809137773712475,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,geometry_ood,peak_N,mean,7.825668148530854,6.1894685744080284,9.547449544237718,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,physics_ood,peak_N,mean,11.505745451980168,9.593233481215105,13.4757224069039,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,combined_ood,peak_N,mean,7.925159471564823,6.245352984401915,9.613671787281831,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,all,peak_N,mean,9.57608266249299,8.709694981508784,10.472307558740592,120,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,id,max_height_m,mean,0.14447409220867688,0.13631252354010942,0.1522514996015363,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,geometry_ood,max_height_m,mean,0.12250453962220086,0.10315563587678803,0.14081253329498902,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,physics_ood,max_height_m,mean,0.10560894103513824,0.09343440003175703,0.11632201218460168,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,combined_ood,max_height_m,mean,0.10130121731716725,0.0804093355486273,0.12014371480559928,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,all,max_height_m,mean,0.11847219754579581,0.11051288383294984,0.12608511401256287,120,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,id,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,geometry_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,physics_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,combined_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,all,setup_peak_N,mean,0.0,0.0,0.0,120,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,id,strict_longest,mean,29.522222222222222,25.855555555555554,33.05555555555556,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,geometry_ood,strict_longest,mean,28.011111111111113,22.733333333333334,33.47805555555556,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,physics_ood,strict_longest,mean,19.855555555555554,16.066111111111113,24.03388888888889,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,combined_ood,strict_longest,mean,24.4,18.89972222222222,29.322499999999994,30,3,paired_environment_percentile_bootstrap_95pct
IQL_visuotactile,all,strict_longest,mean,25.44722222222222,23.182916666666667,27.780625000000004,120,3,paired_environment_percentile_bootstrap_95pct
script,id,strict_lift,rate,0.7333333333333333,0.5666666666666667,0.8666666666666667,30,1,paired_environment_percentile_bootstrap_95pct
script,geometry_ood,strict_lift,rate,0.7666666666666667,0.6,0.9,30,1,paired_environment_percentile_bootstrap_95pct
script,physics_ood,strict_lift,rate,0.9,0.7666666666666667,1.0,30,1,paired_environment_percentile_bootstrap_95pct
script,combined_ood,strict_lift,rate,0.5333333333333333,0.36666666666666664,0.7,30,1,paired_environment_percentile_bootstrap_95pct
script,all,strict_lift,rate,0.7333333333333333,0.6583333333333333,0.8083333333333333,120,1,paired_environment_percentile_bootstrap_95pct
script,id,joint_success,rate,0.16666666666666666,0.03333333333333333,0.3,30,1,paired_environment_percentile_bootstrap_95pct
script,geometry_ood,joint_success,rate,0.23333333333333334,0.1,0.4,30,1,paired_environment_percentile_bootstrap_95pct
script,physics_ood,joint_success,rate,0.06666666666666667,0.0,0.16666666666666666,30,1,paired_environment_percentile_bootstrap_95pct
script,combined_ood,joint_success,rate,0.03333333333333333,0.0,0.1,30,1,paired_environment_percentile_bootstrap_95pct
script,all,joint_success,rate,0.125,0.06666666666666667,0.18333333333333332,120,1,paired_environment_percentile_bootstrap_95pct
script,id,force_violation,rate,0.5666666666666667,0.4,0.7333333333333333,30,1,paired_environment_percentile_bootstrap_95pct
script,geometry_ood,force_violation,rate,0.5333333333333333,0.36666666666666664,0.7,30,1,paired_environment_percentile_bootstrap_95pct
script,physics_ood,force_violation,rate,0.8333333333333334,0.7,0.9666666666666667,30,1,paired_environment_percentile_bootstrap_95pct
script,combined_ood,force_violation,rate,0.5,0.3333333333333333,0.6666666666666666,30,1,paired_environment_percentile_bootstrap_95pct
script,all,force_violation,rate,0.6083333333333333,0.525,0.6916666666666667,120,1,paired_environment_percentile_bootstrap_95pct
script,id,peak_N,mean,9.665320428212484,7.121694584687551,12.12815232316653,30,1,paired_environment_percentile_bootstrap_95pct
script,geometry_ood,peak_N,mean,9.495503457387288,7.129106528361638,11.788372915585835,30,1,paired_environment_percentile_bootstrap_95pct
script,physics_ood,peak_N,mean,12.306355889638265,10.102789792219797,14.384789453347523,30,1,paired_environment_percentile_bootstrap_95pct
script,combined_ood,peak_N,mean,6.736503950754801,4.36620348294576,9.201031680901844,30,1,paired_environment_percentile_bootstrap_95pct
script,all,peak_N,mean,9.55092093149821,8.349998817543188,10.775689060489336,120,1,paired_environment_percentile_bootstrap_95pct
script,id,max_height_m,mean,0.10481418371200561,0.08013552245373527,0.12584349636609354,30,1,paired_environment_percentile_bootstrap_95pct
script,geometry_ood,max_height_m,mean,0.11009659252013079,0.08732983675174182,0.13158730410039424,30,1,paired_environment_percentile_bootstrap_95pct
script,physics_ood,max_height_m,mean,0.13178492933511735,0.11438002691914638,0.14655494968096414,30,1,paired_environment_percentile_bootstrap_95pct
script,combined_ood,max_height_m,mean,0.0757244916933511,0.05076060390097458,0.10085717867509325,30,1,paired_environment_percentile_bootstrap_95pct
script,all,max_height_m,mean,0.10560504931515122,0.09443824413527181,0.11647558423667458,120,1,paired_environment_percentile_bootstrap_95pct
script,id,setup_peak_N,mean,0.0,0.0,0.0,30,1,paired_environment_percentile_bootstrap_95pct
script,geometry_ood,setup_peak_N,mean,0.0,0.0,0.0,30,1,paired_environment_percentile_bootstrap_95pct
script,physics_ood,setup_peak_N,mean,0.0,0.0,0.0,30,1,paired_environment_percentile_bootstrap_95pct
script,combined_ood,setup_peak_N,mean,0.0,0.0,0.0,30,1,paired_environment_percentile_bootstrap_95pct
script,all,setup_peak_N,mean,0.0,0.0,0.0,120,1,paired_environment_percentile_bootstrap_95pct
script,id,strict_longest,mean,20.933333333333334,16.1,25.166666666666668,30,1,paired_environment_percentile_bootstrap_95pct
script,geometry_ood,strict_longest,mean,22.066666666666666,17.59916666666667,26.3,30,1,paired_environment_percentile_bootstrap_95pct
script,physics_ood,strict_longest,mean,26.133333333333333,22.7325,28.966666666666665,30,1,paired_environment_percentile_bootstrap_95pct
script,combined_ood,strict_longest,mean,14.833333333333334,9.933333333333334,19.766666666666666,30,1,paired_environment_percentile_bootstrap_95pct
script,all,strict_longest,mean,20.991666666666667,18.774791666666665,23.125416666666663,120,1,paired_environment_percentile_bootstrap_95pct
force_feedback,id,strict_lift,rate,1.0,1.0,1.0,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,geometry_ood,strict_lift,rate,1.0,1.0,1.0,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,physics_ood,strict_lift,rate,0.9666666666666667,0.9,1.0,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,combined_ood,strict_lift,rate,0.8333333333333334,0.7,0.9666666666666667,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,all,strict_lift,rate,0.95,0.9083333333333333,0.9833333333333333,120,1,paired_environment_percentile_bootstrap_95pct
force_feedback,id,joint_success,rate,0.7333333333333333,0.5666666666666667,0.8674999999999955,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,geometry_ood,joint_success,rate,0.5666666666666667,0.4,0.7333333333333333,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,physics_ood,joint_success,rate,0.6,0.43333333333333335,0.7666666666666667,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,combined_ood,joint_success,rate,0.5666666666666667,0.4,0.7333333333333333,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,all,joint_success,rate,0.6166666666666667,0.5333333333333333,0.7,120,1,paired_environment_percentile_bootstrap_95pct
force_feedback,id,force_violation,rate,0.26666666666666666,0.13250000000000006,0.43333333333333335,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,geometry_ood,force_violation,rate,0.43333333333333335,0.26666666666666666,0.6,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,physics_ood,force_violation,rate,0.4,0.23333333333333334,0.5666666666666667,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,combined_ood,force_violation,rate,0.4,0.23333333333333334,0.5666666666666667,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,all,force_violation,rate,0.375,0.2916666666666667,0.4583333333333333,120,1,paired_environment_percentile_bootstrap_95pct
force_feedback,id,peak_N,mean,7.058604383468628,6.623288344144822,7.532308255036671,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,geometry_ood,peak_N,mean,7.842215744654338,7.196530894041062,8.503217411835987,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,physics_ood,peak_N,mean,7.931639893849691,7.314135485490163,8.58754893541336,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,combined_ood,peak_N,mean,8.17012325922648,7.372787666320801,9.146421869595844,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,all,peak_N,mean,7.750645820299784,7.416065164109072,8.100758919020494,120,1,paired_environment_percentile_bootstrap_95pct
force_feedback,id,max_height_m,mean,0.14356718560059864,0.13717126217360298,0.1495214101547996,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,geometry_ood,max_height_m,mean,0.14274604891737303,0.13704278200243908,0.14882560638710857,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,physics_ood,max_height_m,mean,0.140274133036534,0.1296920483186841,0.1489820990835627,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,combined_ood,max_height_m,mean,0.11736679690657184,0.09678506724798354,0.1352450216190967,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,all,max_height_m,mean,0.13598854111526937,0.1297633457602448,0.14136241945336223,120,1,paired_environment_percentile_bootstrap_95pct
force_feedback,id,setup_peak_N,mean,0.0,0.0,0.0,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,geometry_ood,setup_peak_N,mean,0.0,0.0,0.0,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,physics_ood,setup_peak_N,mean,0.0,0.0,0.0,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,combined_ood,setup_peak_N,mean,0.0,0.0,0.0,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,all,setup_peak_N,mean,0.0,0.0,0.0,120,1,paired_environment_percentile_bootstrap_95pct
force_feedback,id,strict_longest,mean,28.733333333333334,27.7,29.7,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,geometry_ood,strict_longest,mean,28.6,27.566666666666666,29.533333333333335,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,physics_ood,strict_longest,mean,27.7,25.366666666666667,29.366666666666667,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,combined_ood,strict_longest,mean,22.8,18.59916666666667,26.433333333333334,30,1,paired_environment_percentile_bootstrap_95pct
force_feedback,all,strict_longest,mean,26.958333333333332,25.72479166666667,28.058333333333334,120,1,paired_environment_percentile_bootstrap_95pct
model_guard,id,strict_lift,rate,1.0,1.0,1.0,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,geometry_ood,strict_lift,rate,1.0,1.0,1.0,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,physics_ood,strict_lift,rate,0.6777777777777777,0.5111111111111112,0.8333333333333334,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,combined_ood,strict_lift,rate,0.5666666666666667,0.4,0.7333333333333333,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,all,strict_lift,rate,0.8111111111111111,0.7472222222222222,0.8694444444444444,120,3,paired_environment_percentile_bootstrap_95pct
model_guard,id,joint_success,rate,0.9333333333333333,0.8333333333333334,1.0,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,geometry_ood,joint_success,rate,0.7333333333333333,0.5666666666666667,0.8674999999999955,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,physics_ood,joint_success,rate,0.5555555555555556,0.3888888888888889,0.7222222222222222,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,combined_ood,joint_success,rate,0.5333333333333333,0.3333333333333333,0.7,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,all,joint_success,rate,0.6888888888888889,0.6055555555555556,0.763888888888889,120,3,paired_environment_percentile_bootstrap_95pct
model_guard,id,force_violation,rate,0.06666666666666667,0.0,0.16666666666666666,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,geometry_ood,force_violation,rate,0.26666666666666666,0.13250000000000006,0.43333333333333335,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,physics_ood,force_violation,rate,0.3888888888888889,0.22222222222222224,0.5555555555555556,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,combined_ood,force_violation,rate,0.3888888888888889,0.22222222222222224,0.5666666666666667,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,all,force_violation,rate,0.27777777777777773,0.20833333333333334,0.35555555555555557,120,3,paired_environment_percentile_bootstrap_95pct
model_guard,id,peak_N,mean,6.560633076561822,6.189146357907189,6.970973405043284,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,geometry_ood,peak_N,mean,7.182587782541911,6.607415420214335,7.810155109961827,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,physics_ood,peak_N,mean,8.417000468571981,7.458359335925844,9.450702031453451,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,combined_ood,peak_N,mean,8.16536168522305,7.293335927724839,9.119384069707658,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,all,peak_N,mean,7.581395753224691,7.2149561892615415,7.972384236587418,120,3,paired_environment_percentile_bootstrap_95pct
model_guard,id,max_height_m,mean,0.14371884630786047,0.1429855388899644,0.14445547364238237,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,geometry_ood,max_height_m,mean,0.14258101168606016,0.14189496309806904,0.14338558352655834,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,physics_ood,max_height_m,mean,0.09837034690264974,0.07715112403427257,0.11803391817181869,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,combined_ood,max_height_m,mean,0.08548504789182011,0.061865986678385526,0.10845445881487746,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,all,max_height_m,mean,0.11753881319709762,0.1094644177677603,0.12506002076520215,120,3,paired_environment_percentile_bootstrap_95pct
model_guard,id,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,geometry_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,physics_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,combined_ood,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,all,setup_peak_N,mean,0.0,0.0,0.0,120,3,paired_environment_percentile_bootstrap_95pct
model_guard,id,strict_longest,mean,32.24444444444445,32.03333333333333,32.455555555555556,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,geometry_ood,strict_longest,mean,31.92222222222222,31.688888888888886,32.15555555555555,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,physics_ood,strict_longest,mean,21.066666666666666,15.821944444444446,25.91111111111111,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,combined_ood,strict_longest,mean,17.955555555555556,12.622222222222224,23.28944444444444,30,3,paired_environment_percentile_bootstrap_95pct
model_guard,all,strict_longest,mean,25.79722222222222,23.799791666666668,27.636805555555554,120,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,id,strict_lift,rate,1.0,1.0,1.0,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,geometry_ood,strict_lift,rate,1.0,1.0,1.0,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,physics_ood,strict_lift,rate,0.6777777777777777,0.5111111111111112,0.8333333333333334,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,combined_ood,strict_lift,rate,0.5666666666666667,0.4,0.7333333333333333,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,all,strict_lift,rate,0.8111111111111111,0.7472222222222222,0.8694444444444444,120,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,id,joint_success,rate,0.9333333333333333,0.8333333333333334,1.0,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,geometry_ood,joint_success,rate,0.7333333333333333,0.5666666666666667,0.8674999999999955,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,physics_ood,joint_success,rate,0.5555555555555556,0.3888888888888889,0.7222222222222222,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,combined_ood,joint_success,rate,0.5333333333333333,0.3333333333333333,0.7,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,all,joint_success,rate,0.6888888888888889,0.6055555555555556,0.763888888888889,120,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,id,force_violation,rate,0.06666666666666667,0.0,0.16666666666666666,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,geometry_ood,force_violation,rate,0.26666666666666666,0.13250000000000006,0.43333333333333335,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,physics_ood,force_violation,rate,0.3888888888888889,0.22222222222222224,0.5555555555555556,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,combined_ood,force_violation,rate,0.3888888888888889,0.22222222222222224,0.5666666666666667,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,all,force_violation,rate,0.27777777777777773,0.20833333333333334,0.35555555555555557,120,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,id,peak_N,mean,6.560633076561822,6.189146357907189,6.970973405043284,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,geometry_ood,peak_N,mean,7.182527118259006,6.607413903607262,7.810033781396018,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,physics_ood,peak_N,mean,8.520363007651435,7.4997285086578795,9.593483253982333,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,combined_ood,peak_N,mean,8.157867182625663,7.300257336166169,9.083656020429398,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,all,peak_N,mean,7.605347596274481,7.238008301357428,8.004834947486719,120,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,id,max_height_m,mean,0.14371884630786047,0.1429855388899644,0.14445547364238237,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,geometry_ood,max_height_m,mean,0.14258095373709997,0.14189485009759664,0.14338558352655834,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,physics_ood,max_height_m,mean,0.09804172388685402,0.07695397414057677,0.11780032088254097,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,combined_ood,max_height_m,mean,0.08531481792662009,0.06164238219110606,0.10836321930174662,30,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,all,max_height_m,mean,0.11741408546460863,0.10929665624089467,0.12500288638842802,120,3,paired_environment_percentile_bootstrap_95pct
model_no_guard,id,setup_peak_N,mean,0.0,0.0,0.0,30,3,paired_environment_percentile_bootstrap_95pct
