group,domain,metric,n_policies,mean,sample_sd,minimum,maximum,training_seeds,policy_estimates
WM_vision,id,strict_lift,3,0.7666666666666666,0.31797973380564853,0.4,0.9666666666666667,"[0,1,2]","[0.9666666666666667,0.4,0.9333333333333333]"
WM_vision,geometry_ood,strict_lift,3,0.5444444444444444,0.3595264374969653,0.13333333333333333,0.8,"[0,1,2]","[0.8,0.13333333333333333,0.7]"
WM_vision,physics_ood,strict_lift,3,0.7999999999999999,0.1527525231651947,0.6333333333333333,0.9333333333333333,"[0,1,2]","[0.9333333333333333,0.6333333333333333,0.8333333333333334]"
WM_vision,combined_ood,strict_lift,3,0.4777777777777778,0.16777409856157222,0.3,0.6333333333333333,"[0,1,2]","[0.6333333333333333,0.3,0.5]"
WM_vision,all,strict_lift,3,0.6472222222222223,0.2472534312385963,0.36666666666666664,0.8333333333333334,"[0,1,2]","[0.8333333333333334,0.36666666666666664,0.7416666666666667]"
WM_vision,id,joint_success,3,0.19999999999999998,0.08819171036881968,0.1,0.26666666666666666,"[0,1,2]","[0.26666666666666666,0.1,0.23333333333333334]"
WM_vision,geometry_ood,joint_success,3,0.2333333333333333,0.17638342073763935,0.03333333333333333,0.36666666666666664,"[0,1,2]","[0.36666666666666664,0.03333333333333333,0.3]"
WM_vision,physics_ood,joint_success,3,0.011111111111111112,0.019245008972987525,0.0,0.03333333333333333,"[0,1,2]","[0.03333333333333333,0.0,0.0]"
WM_vision,combined_ood,joint_success,3,0.011111111111111112,0.019245008972987525,0.0,0.03333333333333333,"[0,1,2]","[0.0,0.0,0.03333333333333333]"
WM_vision,all,joint_success,3,0.11388888888888889,0.07087417123429485,0.03333333333333333,0.16666666666666666,"[0,1,2]","[0.16666666666666666,0.03333333333333333,0.14166666666666666]"
WM_vision,id,force_violation,3,0.7555555555555555,0.019245008972987584,0.7333333333333333,0.7666666666666667,"[0,1,2]","[0.7333333333333333,0.7666666666666667,0.7666666666666667]"
WM_vision,geometry_ood,force_violation,3,0.5,0.08819171036881966,0.4,0.5666666666666667,"[0,1,2]","[0.5666666666666667,0.4,0.5333333333333333]"
WM_vision,physics_ood,force_violation,3,0.9777777777777779,0.01924500897298752,0.9666666666666667,1.0,"[0,1,2]","[0.9666666666666667,1.0,0.9666666666666667]"
WM_vision,combined_ood,force_violation,3,0.7666666666666666,0.10000000000000003,0.6666666666666666,0.8666666666666667,"[0,1,2]","[0.8666666666666667,0.6666666666666666,0.7666666666666667]"
WM_vision,all,force_violation,3,0.75,0.03818813079129864,0.7083333333333334,0.7833333333333333,"[0,1,2]","[0.7833333333333333,0.7083333333333334,0.7583333333333333]"
WM_vision,id,peak_N,3,11.558690876430935,0.7096925018670622,10.763647508621215,12.128238662083943,"[0,1,2]","[10.763647508621215,12.128238662083943,11.784186458587646]"
WM_vision,geometry_ood,peak_N,3,9.06051621933778,0.8136230393370173,8.121298699577649,9.549753735462824,"[0,1,2]","[9.549753735462824,8.121298699577649,9.51049622297287]"
WM_vision,physics_ood,peak_N,3,13.513903262880113,0.5316195157586724,13.001272630691528,14.06266803741455,"[0,1,2]","[14.06266803741455,13.47776912053426,13.001272630691528]"
WM_vision,combined_ood,peak_N,3,11.150190689828662,0.7205650030425821,10.407874886194865,11.846831862131754,"[0,1,2]","[11.846831862131754,10.407874886194865,11.195865321159364]"
WM_vision,all,peak_N,3,11.320825262119373,0.26484119982045484,11.03379534209768,11.555725285907586,"[0,1,2]","[11.555725285907586,11.03379534209768,11.372955158352852]"
WM_vision,id,max_height_m,3,0.27751602795388963,0.15389095401500968,0.10795094346006712,0.4083223392566045,"[0,1,2]","[0.4083223392566045,0.10795094346006712,0.3162748011449973]"
WM_vision,geometry_ood,max_height_m,3,0.21133086702870463,0.1322448973642019,0.0687133199739037,0.32990367903063694,"[0,1,2]","[0.32990367903063694,0.0687133199739037,0.23537560208157327]"
WM_vision,physics_ood,max_height_m,3,0.23025117606868864,0.12883671614812692,0.11063614333979785,0.3666621021926403,"[0,1,2]","[0.3666621021926403,0.11063614333979785,0.21345528267362776]"
WM_vision,combined_ood,max_height_m,3,0.171247956377273,0.10136836138153711,0.06144824578659609,0.2612699180278772,"[0,1,2]","[0.2612699180278772,0.06144824578659609,0.19102570531734575]"
