contrast,first,second,domain,metric,estimate_difference,ci_low,ci_high,unit,percentage_point_difference,percentage_point_ci_low,percentage_point_ci_high,n_environments,ci_method
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,id,force_violation,0.011111111111111072,-0.15555555555555545,0.1777777777777778,proportion_difference,1.1111111111111072,-15.555555555555545,17.777777777777782,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,id,peak_N,-2.952640950679779,-4.647927859955362,-1.325591201914681,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,id,max_height_m,-0.03653436361152369,-0.046183042594590634,-0.026584122342335644,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,id,setup_peak_N,0.0,0.0,0.0,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,id,strict_longest,21.755555555555556,16.56527777777778,27.099999999999998,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,geometry_ood,strict_lift,-0.022222222222222254,-0.16666666666666674,0.1333333333333332,proportion_difference,-2.2222222222222254,-16.666666666666675,13.33333333333332,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,geometry_ood,joint_success,-0.14444444444444446,-0.24444444444444446,-0.04444444444444445,proportion_difference,-14.444444444444446,-24.444444444444446,-4.4444444444444455,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,geometry_ood,force_violation,0.25555555555555554,0.12222222222222223,0.3888888888888889,proportion_difference,25.555555555555554,12.222222222222223,38.88888888888889,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,geometry_ood,peak_N,1.3473943945434357,-0.380477957543399,3.1244740260558004,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,geometry_ood,max_height_m,-0.009166091532420567,-0.03014388439326366,0.014972673836212688,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,geometry_ood,setup_peak_N,0.0,0.0,0.0,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,geometry_ood,strict_longest,15.833333333333329,7.653055555555559,23.922777777777778,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,physics_ood,strict_lift,-0.11111111111111105,-0.24444444444444435,0.022222222222222143,proportion_difference,-11.111111111111105,-24.444444444444436,2.2222222222222143,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,physics_ood,joint_success,-0.16666666666666666,-0.27777777777777773,-0.07777777777777777,proportion_difference,-16.666666666666664,-27.777777777777775,-7.777777777777777,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,physics_ood,force_violation,0.22222222222222232,0.07777777777777772,0.3666666666666667,proportion_difference,22.222222222222232,7.777777777777772,36.66666666666667,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,physics_ood,peak_N,-0.6988422075907401,-2.672583296597005,1.1135103129347155,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,physics_ood,max_height_m,-0.013408762537356886,-0.028266811816590943,0.0022757745767012,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,physics_ood,setup_peak_N,0.0,0.0,0.0,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,physics_ood,strict_longest,7.199999999999999,0.44416666666666854,13.856944444444439,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,combined_ood,strict_lift,-0.1555555555555555,-0.30027777777777787,0.011111111111111072,proportion_difference,-15.55555555555555,-30.027777777777786,1.1111111111111072,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,combined_ood,joint_success,-0.13333333333333333,-0.23333333333333334,-0.04444444444444444,proportion_difference,-13.333333333333334,-23.333333333333332,-4.444444444444444,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,combined_ood,force_violation,0.4111111111111111,0.2777777777777778,0.5444444444444445,proportion_difference,41.11111111111111,27.77777777777778,54.44444444444445,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,combined_ood,peak_N,2.708212655120426,1.008530890908505,4.502049711777104,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,combined_ood,max_height_m,-0.012560865872364962,-0.03278596461059754,0.009709022237891772,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,combined_ood,setup_peak_N,0.0,0.0,0.0,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,combined_ood,strict_longest,-0.5777777777777793,-7.155833333333336,6.545555555555549,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,all,strict_lift,-0.06944444444444442,-0.13333333333333341,-1.1102230246251565e-16,proportion_difference,-6.944444444444442,-13.333333333333341,-1.1102230246251565e-14,120,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,all,joint_success,-0.13055555555555554,-0.18888888888888888,-0.07777777777777777,proportion_difference,-13.055555555555554,-18.88888888888889,-7.777777777777777,120,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,all,force_violation,0.22499999999999998,0.1527777777777778,0.30000000000000004,proportion_difference,22.499999999999996,15.277777777777779,30.000000000000004,120,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,all,peak_N,0.10103097284833673,-0.8241800454383105,1.02894029792605,native_metric_difference,,,,120,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,all,max_height_m,-0.01791752088841654,-0.026596445013292398,-0.008482456573971541,native_metric_difference,,,,120,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,all,setup_peak_N,0.0,0.0,0.0,native_metric_difference,,,,120,paired_environment_percentile_bootstrap_95pct
WM_visuotactile - IQL_visuotactile,WM_visuotactile,IQL_visuotactile,all,strict_longest,11.05277777777778,7.638888888888889,14.453125,native_metric_difference,,,,120,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,id,strict_lift,0.0,0.0,0.0,proportion_difference,0.0,0.0,0.0,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,id,joint_success,0.20000000000000007,0.06666666666666665,0.33416666666666217,proportion_difference,20.000000000000007,6.666666666666665,33.41666666666622,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,id,force_violation,-0.2,-0.33416666666666667,-0.06666666666666667,proportion_difference,-20.0,-33.416666666666664,-6.666666666666667,30,paired_environment_percentile_bootstrap_95pct
