phase,step,loss,value_loss
bc,0,0.06057966873049736,0.0
bc,100,0.019392656162381172,0.0
bc,200,0.01421845331788063,0.0
bc,300,0.011430103331804276,0.0
bc,400,0.01096214260905981,0.0
bc,500,0.01213039644062519,0.0
bc,600,0.010013040155172348,0.0
bc,700,0.007480711210519075,0.0
bc,800,0.009981505572795868,0.0
bc,900,0.01115610171109438,0.0
imagination_rl,0,5.931146621704102,56.258941650390625
imagination_rl,100,4.644435882568359,13.1614408493042
imagination_rl,200,6.552628517150879,5.092729091644287
imagination_rl,300,7.037074565887451,4.9439921379089355
imagination_rl,400,6.723050594329834,3.2716903686523438
imagination_rl,500,6.782170295715332,3.706707000732422
imagination_rl,600,7.369857311248779,4.97444486618042
imagination_rl,700,7.078944206237793,3.6979377269744873
imagination_rl,800,6.767516613006592,6.913318157196045
imagination_rl,900,6.889431476593018,5.693383693695068
imagination_rl,1000,7.191041469573975,3.628868579864502
imagination_rl,1100,8.943772315979004,7.572068691253662
imagination_rl,1200,5.402411460876465,3.2540009021759033
imagination_rl,1300,7.638006210327148,7.289466857910156
imagination_rl,1400,8.59196662902832,2.2431576251983643
