phase,step,loss,value_loss
bc,0,0.07414184510707855,0.0
bc,100,0.02146720141172409,0.0
bc,200,0.012360481545329094,0.0
bc,300,0.011467846110463142,0.0
bc,400,0.011686359532177448,0.0
bc,500,0.008848002180457115,0.0
bc,600,0.010718047618865967,0.0
bc,700,0.009566187858581543,0.0
bc,800,0.009051594883203506,0.0
bc,900,0.00954438652843237,0.0
imagination_rl,0,-0.8118164539337158,5.082835674285889
imagination_rl,100,-1.558847188949585,0.9030788540840149
imagination_rl,200,-2.284311532974243,0.6695128679275513
imagination_rl,300,-3.245239734649658,0.6113204956054688
imagination_rl,400,-3.7274513244628906,0.5343393683433533
imagination_rl,500,-4.454918384552002,0.7753999829292297
imagination_rl,600,-5.574102878570557,0.8686378598213196
imagination_rl,700,-5.6511993408203125,0.719279408454895
imagination_rl,800,-5.795711040496826,1.170967936515808
imagination_rl,900,-6.635050296783447,1.613470435142517
imagination_rl,1000,-7.1986494064331055,0.733703076839447
imagination_rl,1100,-6.652717113494873,1.772695779800415
imagination_rl,1200,-7.292207717895508,1.0574105978012085
imagination_rl,1300,-7.750865936279297,0.935509979724884
imagination_rl,1400,-7.862766742706299,1.3558753728866577
