seed,alpha,split,method,assumed_mu,assumed_normal_ceiling_N,certification_coverage,true_constraint_valid_fraction,false_certificate_per_frame,violation_given_certification,valid_certificates_per_frame,trajectory_any_false_certificate,certified_frames,frames
17,0.05,test_flat,trajectory_coordinate_box,0.5,2.0,0.0,0.6211575316213108,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_coordinate_box,0.5,3.0,0.0,0.6211575316213108,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_coordinate_box,0.8,0.5,0.0,0.40505940973553084,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_coordinate_box,0.8,1.0,0.0,0.7471828286699885,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_coordinate_box,0.8,2.0,0.0,0.7488692985818322,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_coordinate_box,0.8,3.0,0.0,0.7488692985818322,0.0,,0.0,0.0,0,13045
17,0.05,test_sharp,trajectory_coordinate_box,0.3,0.5,0.0,0.5160704036732351,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_coordinate_box,0.3,1.0,0.0,0.7304381098144251,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_coordinate_box,0.3,2.0,0.0,0.7304381098144251,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_coordinate_box,0.3,3.0,0.0,0.7304381098144251,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_coordinate_box,0.5,0.5,0.0,0.5237229768509661,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_coordinate_box,0.5,1.0,0.0,0.746030227664052,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_coordinate_box,0.5,2.0,0.0,0.746030227664052,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_coordinate_box,0.5,3.0,0.0,0.746030227664052,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_coordinate_box,0.8,0.5,0.0,0.5440501243543141,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_coordinate_box,0.8,1.0,0.0,0.7801320068873159,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_coordinate_box,0.8,2.0,0.0,0.7801798354696767,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_coordinate_box,0.8,3.0,0.0,0.7801798354696767,0.0,,0.0,0.0,0,20908
17,0.05,test_id,trajectory_constraint,0.3,0.5,0.0,0.5585915805842497,0.0,,0.0,0.0,0,9003
17,0.05,test_id,trajectory_constraint,0.3,1.0,0.0,0.7534155281572809,0.0,,0.0,0.0,0,9003
17,0.05,test_id,trajectory_constraint,0.3,2.0,0.0,0.7534155281572809,0.0,,0.0,0.0,0,9003
17,0.05,test_id,trajectory_constraint,0.3,3.0,0.0,0.7534155281572809,0.0,,0.0,0.0,0,9003
17,0.05,test_id,trajectory_constraint,0.5,0.5,0.0,0.5653670998556037,0.0,,0.0,0.0,0,9003
17,0.05,test_id,trajectory_constraint,0.5,1.0,0.0,0.7679662334777296,0.0,,0.0,0.0,0,9003
17,0.05,test_id,trajectory_constraint,0.5,2.0,0.0003332222592469177,0.7679662334777296,0.0,0.0,0.0003332222592469177,0.0,3,9003
17,0.05,test_id,trajectory_constraint,0.5,3.0,0.0003332222592469177,0.7679662334777296,0.0,0.0,0.0003332222592469177,0.0,3,9003
17,0.05,test_id,trajectory_constraint,0.8,0.5,0.0,0.5828057314228591,0.0,,0.0,0.0,0,9003
17,0.05,test_id,trajectory_constraint,0.8,1.0,0.005664778407197601,0.801732755748084,0.0,0.0,0.005664778407197601,0.0,51,9003
17,0.05,test_id,trajectory_constraint,0.8,2.0,0.1041874930578696,0.8021770520937466,0.0,0.0,0.1041874930578696,0.0,938,9003
