phase,step,loss,value_loss
bc,0,0.05272270739078522,0.0
bc,100,0.025237664580345154,0.0
bc,200,0.01865650713443756,0.0
bc,300,0.014051356352865696,0.0
bc,400,0.022108186036348343,0.0
bc,500,0.012828662060201168,0.0
bc,600,0.012466475367546082,0.0
bc,700,0.01577279157936573,0.0
bc,800,0.01346459798514843,0.0
bc,900,0.01290339045226574,0.0
imagination_rl,0,-1.1628313064575195,5.12475061416626
imagination_rl,100,-2.831915855407715,0.6666643023490906
imagination_rl,200,-3.92095685005188,0.6047900319099426
imagination_rl,300,-4.665705680847168,0.5604753494262695
imagination_rl,400,-5.738803386688232,0.64564448595047
imagination_rl,500,-6.343157768249512,0.4919097423553467
imagination_rl,600,-7.5259108543396,2.053745746612549
imagination_rl,700,-7.942968845367432,1.386170744895935
imagination_rl,800,-8.333545684814453,0.8276861310005188
imagination_rl,900,-8.928954124450684,1.7766687870025635
imagination_rl,1000,-9.97097396850586,1.2523912191390991
imagination_rl,1100,-10.420360565185547,1.787289023399353
imagination_rl,1200,-10.543214797973633,3.2685792446136475
imagination_rl,1300,-10.737853050231934,1.766998529434204
imagination_rl,1400,-10.971590042114258,2.4822397232055664
