phase,step,loss,value_loss
bc,0,0.07414184510707855,0.0
bc,100,0.02146720141172409,0.0
bc,200,0.012360481545329094,0.0
bc,300,0.011467846110463142,0.0
bc,400,0.011686359532177448,0.0
bc,500,0.008848002180457115,0.0
bc,600,0.010718047618865967,0.0
bc,700,0.009566187858581543,0.0
bc,800,0.009051594883203506,0.0
bc,900,0.00954438652843237,0.0
imagination_rl,0,0.5419020652770996,5.552143573760986
imagination_rl,100,0.32318052649497986,0.8799598813056946
imagination_rl,200,0.3675282597541809,0.5808138251304626
imagination_rl,300,-0.37333357334136963,0.5156919360160828
imagination_rl,400,-0.6981527209281921,0.48211774230003357
imagination_rl,500,-1.1059306859970093,0.7759142518043518
imagination_rl,600,-1.810091495513916,0.8662830591201782
imagination_rl,700,-1.5187954902648926,0.8395406603813171
imagination_rl,800,-1.7799876928329468,1.1529837846755981
imagination_rl,900,-2.227703332901001,1.8082773685455322
imagination_rl,1000,-2.7330310344696045,0.7593335509300232
imagination_rl,1100,-2.202792167663574,1.8251030445098877
imagination_rl,1200,-2.5559945106506348,0.9902677536010742
imagination_rl,1300,-3.3250293731689453,0.8941565752029419
imagination_rl,1400,-3.223870038986206,1.2540819644927979
