phase,step,loss,value_loss
bc,0,0.05541149526834488,0.0
bc,100,0.023713774979114532,0.0
bc,200,0.016876453533768654,0.0
bc,300,0.014625160954892635,0.0
bc,400,0.020584287121891975,0.0
bc,500,0.012767910957336426,0.0
bc,600,0.011588003486394882,0.0
bc,700,0.016240032389760017,0.0
bc,800,0.012028662487864494,0.0
bc,900,0.01298232190310955,0.0
imagination_rl,0,-1.132807970046997,5.3523783683776855
imagination_rl,100,-1.9074512720108032,1.059844732284546
imagination_rl,200,-2.3140130043029785,0.82867830991745
imagination_rl,300,-3.214315176010132,0.6885143518447876
imagination_rl,400,-3.7934391498565674,1.0060385465621948
imagination_rl,500,-4.512300491333008,0.9760996103286743
imagination_rl,600,-5.758174896240234,2.3391385078430176
imagination_rl,700,-6.0619659423828125,1.5879822969436646
imagination_rl,800,-6.6407856941223145,1.1451635360717773
imagination_rl,900,-7.043206691741943,2.216010570526123
imagination_rl,1000,-7.942815780639648,1.4440268278121948
imagination_rl,1100,-8.17969036102295,2.125082492828369
imagination_rl,1200,-8.155174255371094,4.171886444091797
imagination_rl,1300,-8.473981857299805,2.2796688079833984
imagination_rl,1400,-8.748150825500488,3.3018081188201904
