method,domain,metric,estimate,ci_low,ci_high,policy_runs,environment_episodes,training_seed_sd,per_policy_counts,per_policy_estimates,run_names,ci_method
visuotactile_margin_native_rl,ood,sustained_10cm_lift_success,0.0,0.0,0.0,3,10,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[""visuotactile_margin_native_seed0_rl"", ""visuotactile_margin_native_seed1_rl"", ""visuotactile_margin_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_margin_native_rl,ood,force_budget_exceeded,0.13333333333333333,0.03333333333333333,0.23333333333333334,3,10,0.23094010767585035,"[0.0, 4.0, 0.0]","[0.0, 0.4, 0.0]","[""visuotactile_margin_native_seed0_rl"", ""visuotactile_margin_native_seed1_rl"", ""visuotactile_margin_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_margin_native_rl,ood,intervention_force_budget_exceeded,0.13333333333333333,0.03333333333333333,0.23333333333333334,3,10,0.23094010767585035,"[0.0, 4.0, 0.0]","[0.0, 0.4, 0.0]","[""visuotactile_margin_native_seed0_rl"", ""visuotactile_margin_native_seed1_rl"", ""visuotactile_margin_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_margin_native_rl,ood,full_episode_peak_normal_N,4.614852213859558,3.5599345656236006,5.68224230448405,3,10,2.03363370501439,,"[3.6928450584411623, 6.946174788475036, 3.2055367946624758]","[""visuotactile_margin_native_seed0_rl"", ""visuotactile_margin_native_seed1_rl"", ""visuotactile_margin_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_margin_native_rl,ood,native_shaped_return,46.08085861774525,44.697807283824204,47.3893901284122,3,10,0.8468016718920548,,"[47.05612591347701, 45.532287724074926, 45.65416221568383]","[""visuotactile_margin_native_seed0_rl"", ""visuotactile_margin_native_seed1_rl"", ""visuotactile_margin_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,all,sustained_10cm_lift_within_force_budget,0.05,0.0,0.1,3,20,0.05,"[1.0, 2.0, 0.0]","[0.05, 0.1, 0.0]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,all,sustained_10cm_lift_success,0.09999999999999999,0.05,0.15,3,20,0.1,"[2.0, 4.0, 0.0]","[0.1, 0.2, 0.0]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,all,force_budget_exceeded,0.5833333333333334,0.39958333333333335,0.7833333333333333,3,20,0.12583057392117913,"[9.0, 12.0, 14.0]","[0.45, 0.6, 0.7]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,all,intervention_force_budget_exceeded,0.5666666666666667,0.3833333333333333,0.7666666666666666,3,20,0.10408329997330663,"[9.0, 12.0, 13.0]","[0.45, 0.6, 0.65]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,all,full_episode_peak_normal_N,9.3430499513944,8.1557060478131,10.51764736731847,3,20,0.787128562515884,,"[8.563297879695892, 9.32849873304367, 10.137353241443634]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,all,native_shaped_return,71.78661878851254,66.45067125835062,76.64942450805248,3,20,4.289089285914996,,"[76.69751180498898, 69.88672087229205, 68.77562368825654]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,id,sustained_10cm_lift_within_force_budget,0.1,0.0,0.19999999999999998,3,10,0.1,"[1.0, 2.0, 0.0]","[0.1, 0.2, 0.0]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,id,sustained_10cm_lift_success,0.19999999999999998,0.1,0.3,3,10,0.2,"[2.0, 4.0, 0.0]","[0.2, 0.4, 0.0]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,id,force_budget_exceeded,0.5666666666666667,0.3,0.8333333333333333,3,10,0.15275252316519464,"[4.0, 6.0, 7.0]","[0.4, 0.6, 0.7]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,id,intervention_force_budget_exceeded,0.5666666666666667,0.3,0.8333333333333333,3,10,0.15275252316519464,"[4.0, 6.0, 7.0]","[0.4, 0.6, 0.7]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,id,full_episode_peak_normal_N,8.60813394387563,7.116214276154835,10.145312724510827,3,10,1.192371852707416,,"[7.240024161338806, 9.158183789253235, 9.426193881034852]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,id,native_shaped_return,97.22098141807125,87.31291170565342,105.54218738482064,3,10,9.8951006986463,,"[108.03119604673438, 95.02016226151021, 88.61158594596913]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,ood,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,3,10,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,ood,sustained_10cm_lift_success,0.0,0.0,0.0,3,10,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,ood,force_budget_exceeded,0.6,0.3,0.8666666666666666,3,10,0.09999999999999998,"[5.0, 6.0, 7.0]","[0.5, 0.6, 0.7]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,ood,intervention_force_budget_exceeded,0.5666666666666667,0.26666666666666666,0.8666666666666666,3,10,0.05773502691896257,"[5.0, 6.0, 6.0]","[0.5, 0.6, 0.6]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,ood,full_episode_peak_normal_N,10.077965958913166,8.341254781881968,11.899143778880434,3,10,0.6949069348306326,,"[9.886571598052978, 9.498813676834107, 10.848512601852416]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_native_rl,ood,native_shaped_return,46.35225615895382,43.16335593238573,50.326936954505754,3,10,2.261457885776152,,"[45.36382756324359, 44.7532794830739, 48.939661430543985]","[""visuotactile_native_seed0_rl"", ""visuotactile_native_seed1_rl"", ""visuotactile_native_seed2_rl""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,sustained_10cm_lift_within_force_budget,0.1,0.016666666666666666,0.2,3,20,0.08660254037844387,"[1.0, 4.0, 1.0]","[0.05, 0.2, 0.05]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,sustained_10cm_lift_success,0.13333333333333333,0.05,0.2333333333333333,3,20,0.14433756729740646,"[1.0, 6.0, 1.0]","[0.05, 0.3, 0.05]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,force_budget_exceeded,0.4833333333333333,0.31666666666666665,0.6666666666666666,3,20,0.07637626158259735,"[8.0, 10.0, 11.0]","[0.4, 0.5, 0.55]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,intervention_force_budget_exceeded,0.3833333333333333,0.18333333333333335,0.5833333333333334,3,20,0.028867513459481315,"[7.0, 8.0, 8.0]","[0.35, 0.4, 0.4]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,full_episode_peak_normal_N,11.087436217069627,8.193470683594544,14.198149881164232,3,20,0.589825396797884,,"[10.558683800697327, 10.98004682660103, 11.723578023910523]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,all,native_shaped_return,62.31239548164915,54.533371406914554,68.50655056036491,3,20,5.981951874917958,,"[55.79965556016735, 67.56173113958292, 63.57579974519715]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,sustained_10cm_lift_within_force_budget,0.2,0.03333333333333333,0.4,3,10,0.17320508075688773,"[1.0, 4.0, 1.0]","[0.1, 0.4, 0.1]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,sustained_10cm_lift_success,0.26666666666666666,0.1,0.4666666666666666,3,10,0.2886751345948129,"[1.0, 6.0, 1.0]","[0.1, 0.6, 0.1]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,force_budget_exceeded,0.3333333333333333,0.1,0.6333333333333333,3,10,0.057735026918962595,"[3.0, 4.0, 3.0]","[0.3, 0.4, 0.3]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,intervention_force_budget_exceeded,0.3333333333333333,0.1,0.6333333333333333,3,10,0.057735026918962595,"[3.0, 4.0, 3.0]","[0.3, 0.4, 0.3]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,full_episode_peak_normal_N,8.907862277825675,5.202351820071538,13.092828911840913,3,10,0.24537264732002942,,"[8.769240689277648, 8.763173592090606, 9.191172552108764]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,id,native_shaped_return,70.77282910088715,55.64990698169112,83.11106245465497,3,10,7.784166562287417,,"[65.96505393889977, 79.75373899925717, 66.59969436450447]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,sustained_10cm_lift_within_force_budget,0.0,0.0,0.0,3,10,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,sustained_10cm_lift_success,0.0,0.0,0.0,3,10,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,force_budget_exceeded,0.6333333333333333,0.39999999999999997,0.8666666666666666,3,10,0.1527525231651947,"[5.0, 6.0, 8.0]","[0.5, 0.6, 0.8]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,intervention_force_budget_exceeded,0.4333333333333333,0.16666666666666666,0.7333333333333333,3,10,0.05773502691896257,"[4.0, 4.0, 5.0]","[0.4, 0.4, 0.5]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,full_episode_peak_normal_N,13.26701015631358,9.052417945265772,18.11335961739222,3,10,0.9558575479515983,,"[12.348126912117005, 13.19692006111145, 14.25598349571228]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
visuotactile_bc,ood,native_shaped_return,53.85196186241112,49.54847177000789,58.02361759162198,3,10,7.573754342398999,,"[45.63425718143494, 55.369723279908634, 60.55190512588981]","[""visuotactile_seed0_bc"", ""visuotactile_seed1_bc"", ""visuotactile_seed2_bc""]",stratified whole-environment bootstrap; shared draws across fixed trained policies; ID/OOD counts fixed
