method,baseline,domain,metric,run_minus_baseline,ci_low,ci_high,paired_environments,fixed_policies,baseline_fixed_policies,ci_method
visuotactile_margin_height_rl,visuotactile_height_rl,all,force_budget_exceeded,-0.5499999999999999,-0.7,-0.39999999999999997,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_margin_native_rl,all,force_budget_exceeded,0.0,-0.06666666666666667,0.06666666666666667,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,script,all,intervention_force_budget_exceeded,-0.5833333333333334,-0.7666666666666667,-0.3833333333333334,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,force_feedback,all,intervention_force_budget_exceeded,0.01666666666666666,-0.08333333333333334,0.09999999999999999,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_bc,all,intervention_force_budget_exceeded,-0.3166666666666667,-0.5000000000000001,-0.14958333333333557,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_height_rl,all,intervention_force_budget_exceeded,-0.5333333333333334,-0.7166666666666666,-0.35,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_margin_native_rl,all,intervention_force_budget_exceeded,-0.016666666666666666,-0.06666666666666667,0.03333333333333333,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,script,all,full_episode_peak_normal_N,-7.115316043297449,-9.950481913288435,-4.366494209567707,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,force_feedback,all,full_episode_peak_normal_N,-2.9477594951788584,-3.859610588848591,-2.0682591163615394,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_bc,all,full_episode_peak_normal_N,-6.861621038118999,-9.861130346804858,-4.280647867222627,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_height_rl,all,full_episode_peak_normal_N,-5.733713887135187,-7.119333740125099,-4.303826532413563,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_margin_native_rl,all,full_episode_peak_normal_N,0.5756871908903121,0.08847074553370478,1.029917150984207,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,script,all,native_shaped_return,-19.883216463147267,-23.27270276758451,-16.757187505937704,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,force_feedback,all,native_shaped_return,-19.407787382769182,-23.121279092247995,-16.136368950979733,20,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_bc,all,native_shaped_return,-16.648907455034312,-23.367710576880857,-8.975566808190633,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_height_rl,all,native_shaped_return,-30.574131372108177,-34.75230635250458,-26.431236425793376,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_margin_native_rl,all,native_shaped_return,-8.715651155621398,-10.467629575109296,-7.14393424421315,20,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,script,id,sustained_10cm_lift_within_force_budget,-0.06666666666666668,-0.33333333333333337,0.16666666666666666,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,force_feedback,id,sustained_10cm_lift_within_force_budget,-0.5666666666666667,-0.8,-0.3,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_bc,id,sustained_10cm_lift_within_force_budget,-0.06666666666666668,-0.3,0.1,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_height_rl,id,sustained_10cm_lift_within_force_budget,-0.2,-0.4341666666666667,0.03333333333333332,10,3,3,stratified paired environment bootstrap of fixed-policy averages
