phase,step,actor_loss,val_normalized_action_mse,val_action_nll,value_loss,critic_loss,mean_advantage,mean_advantage_weight,max_advantage_weight,mean_td_target
bc,250,1.733100175857544,0.03798751601942511,1.7265479267735184,,,,,,
bc,500,1.5782947540283203,0.03225834349949841,1.5733235546084114,,,,,,
bc,750,1.4137579202651978,0.029964956396938244,1.4254216047433705,,,,,,
bc,1000,1.273969054222107,0.029380370356609887,1.281330970617441,,,,,,
bc,1250,1.1271429061889648,0.02906892576251493,1.1392361261905768,,,,,,
bc,1500,0.9852820634841919,0.029694592744801126,1.001251145378574,,,,,,
bc,1750,0.8442748785018921,0.030798056345405705,0.867301100121313,,,,,,
bc,2000,0.703934907913208,0.030346924720942674,0.7310205815912603,,,,,,
iql,250,0.8464214205741882,0.027744536397675046,0.9973840158937615,0.00122135691344738,0.6976081728935242,-0.05063384026288986,0.865885853767395,1.1142913103103638,0.43242117762565613
iql,500,0.8234695196151733,0.026160182824934878,0.8551230878183693,0.003558126511052251,0.6684107184410095,-0.006363533437252045,1.0111570358276367,2.1991119384765625,0.5834679007530212
iql,750,0.6467431783676147,0.028974639686786537,0.7283218540114798,0.015002356842160225,0.5334972143173218,-0.05600883811712265,0.9423770904541016,2.700951337814331,0.7591286897659302
iql,1000,0.5249243974685669,0.027121678630108417,0.5869873799247183,0.01503211259841919,0.5004795789718628,-0.052247554063797,0.9684714078903198,3.219597816467285,1.233109712600708
iql,1250,0.292358934879303,0.031109441002240685,0.4704317833696093,0.040596600621938705,0.5255109071731567,-0.1735038161277771,0.7405475378036499,4.694648265838623,1.2397499084472656
iql,1500,0.19104495644569397,0.029993029228571954,0.3337872325282394,0.031139541417360306,0.7273825407028198,-0.1950053870677948,0.7176064252853394,3.8469836711883545,1.8845419883728027
iql,1750,0.07968199998140335,0.026165077309277685,0.1797289806162263,0.03446196764707565,0.9272286891937256,-0.11694540083408356,0.9232664108276367,5.638317108154297,1.7518296241760254
iql,2000,-0.03557760268449783,0.02783959235862962,0.06523442710493947,0.07243725657463074,1.2042394876480103,-0.17448121309280396,0.8316850662231445,7.158807277679443,2.3024163246154785
iql,2250,-0.1749618649482727,0.02847435532373141,-0.0487190516658755,0.04016344994306564,0.8852734565734863,-0.0657997578382492,1.1159405708312988,7.892087936401367,2.2277653217315674
iql,2500,-0.3101007640361786,0.029868471113821633,-0.14870293258310674,0.04797890782356262,1.717543601989746,-0.11714673042297363,1.012431025505066,15.040539741516113,2.164766788482666
iql,2750,-0.51828932762146,0.027793103943309395,-0.27435764637622206,0.09280566871166229,2.3612661361694336,-0.1309344321489334,1.1796276569366455,19.942501068115234,2.5371816158294678
iql,3000,-0.5812855362892151,0.02920920998152284,-0.3519361564964602,0.1016509085893631,1.1028623580932617,-0.11416010558605194,1.4799602031707764,68.91092681884766,2.311882972717285
iql,3250,-1.2286604642868042,0.02802834584251483,-0.4558299408727513,0.11567901819944382,2.763925552368164,-0.028121575713157654,1.9191515445709229,24.135732650756836,3.0643067359924316
iql,3500,-1.302162766456604,0.02856554309948392,-0.5216276689326806,0.103085458278656,2.405194044113159,-0.057882972061634064,1.6390454769134521,16.81118392944336,3.2117714881896973
iql,3750,-0.9383869171142578,0.02691156333465907,-0.6172917299654894,0.11284733563661575,1.8525468111038208,-0.19205603003501892,1.0909695625305176,17.688779830932617,3.097465991973877
iql,4000,-1.9724763631820679,0.027508536771608468,-0.6595137922755091,0.17193114757537842,1.3244121074676514,-0.09408822655677795,2.2791614532470703,100.0,3.0998830795288086
iql,4250,-3.3733811378479004,0.025997680715957296,-0.7470100554791126,0.09958106279373169,3.4388558864593506,0.0003643298987299204,3.0174689292907715,100.0,3.583167791366577
iql,4500,-2.068013906478882,0.02577695654169571,-0.7986349352113493,0.14178693294525146,2.6047072410583496,-0.10274447500705719,2.05678653717041,73.47831726074219,3.5865590572357178
iql,4750,-2.970348596572876,0.025716145123114584,-0.8320365842882094,0.1596096158027649,2.495845317840576,-0.14318722486495972,2.2322041988372803,100.0,3.853278160095215
iql,5000,-2.8048858642578125,0.029729888092166992,-0.7222601542106042,0.24523404240608215,3.253978967666626,-0.20709553360939026,2.315028667449951,100.0,3.705324649810791
iql,5250,-3.3244218826293945,0.026515841365522354,-0.8551709726179912,0.17939981818199158,5.364436149597168,-0.10529160499572754,2.6973819732666016,100.0,4.35504150390625
iql,5500,-7.16491174697876,0.028010067980286185,-0.8078353763063312,0.32617729902267456,3.140810966491699,-0.033590659499168396,4.828296661376953,100.0,2.90293550491333
iql,5750,-1.0777957439422607,0.029890292961211814,-0.7130943078261155,0.12338896095752716,3.7469756603240967,-0.30548757314682007,0.8399596214294434,14.130605697631836,4.213459491729736
iql,6000,-9.961000442504883,0.027452615776692856,-0.8469205841476664,0.3395521640777588,2.371997833251953,0.09905767440795898,6.601242542266846,100.0,4.701647758483887
iql,6250,-2.628610610961914,0.02793426619972283,-0.8224221760536725,0.21447765827178955,3.433499813079834,-0.28741157054901123,1.6631364822387695,93.2300796508789,4.133601188659668
iql,6500,-4.901426315307617,0.027162993518250137,-0.8579596708982419,0.13069120049476624,5.75449275970459,-0.22707678377628326,2.7810168266296387,100.0,4.919314384460449
iql,6750,-3.316261053085327,0.02663728475891354,-0.8736194306677514,0.16575798392295837,3.199553966522217,-0.1046837791800499,2.136631965637207,36.897483825683594,5.127087116241455
iql,7000,-5.59060525894165,0.029895544835901903,-0.6852049268645681,0.3731374144554138,6.138391971588135,-0.17889051139354706,2.8231449127197266,100.0,5.178462982177734
iql,7250,-2.904163360595703,0.03108792969719899,-0.5944269244924133,0.26867568492889404,4.232492446899414,-0.21012428402900696,2.1953630447387695,100.0,4.128079891204834
iql,7500,-3.473020553588867,0.030375703060556026,-0.6377908371307037,0.22061759233474731,3.176496982574463,-0.11648109555244446,2.568338632583618,100.0,5.126627445220947
iql,7750,-5.9832305908203125,0.030804183012157704,-0.5541814928089742,0.31908857822418213,3.4781761169433594,-0.1374664008617401,3.2447497844696045,100.0,4.98122501373291
iql,8000,-3.152456760406494,0.02768692471881844,-0.76213713879987,0.18674466013908386,3.3693363666534424,-0.20329132676124573,2.2787530422210693,100.0,5.483201503753662
iql,8250,-6.240489959716797,0.03417984214304322,-0.39876816124269815,0.2589741349220276,4.358486175537109,-0.16888287663459778,3.3936355113983154,100.0,4.85258150100708
iql,8500,-4.151650428771973,0.031073817504389083,-0.5359799923040928,0.5421589612960815,3.4817419052124023,-0.2857106328010559,3.081925630569458,100.0,5.222215175628662
iql,8750,-6.5431599617004395,0.026977769538398574,-0.791724450422294,0.33997005224227905,3.102855920791626,-0.22285935282707214,3.146038770675659,100.0,5.761965751647949
iql,9000,-4.62365198135376,0.027323453624019802,-0.7463878991402986,0.3631552457809448,5.310518264770508,-0.42776811122894287,2.2146878242492676,100.0,5.818305015563965
iql,9250,-5.37297248840332,0.029942938937693016,-0.5802760456071232,0.31237566471099854,5.02048921585083,-0.46813857555389404,2.5038959980010986,100.0,6.12600564956665
iql,9500,-7.70318078994751,0.02816136597720531,-0.6223724351261125,0.4457661211490631,4.115724086761475,-0.11563019454479218,3.6936330795288086,100.0,5.321628570556641
iql,9750,-7.89961051940918,0.028072987581627108,-0.6569461481911796,0.3656216859817505,3.168642997741699,0.004100012127310038,4.665079116821289,100.0,4.906193733215332
iql,10000,-6.130981922149658,0.029084127195070298,-0.5917126896617176,0.4035554826259613,4.656893730163574,-0.24829386174678802,2.7893645763397217,100.0,5.125937461853027
