phase,step,loss,value_loss
bc,0,0.05991958826780319,0.0
bc,100,0.02460067719221115,0.0
bc,200,0.017359530553221703,0.0
bc,300,0.014058510772883892,0.0
bc,400,0.011538396589457989,0.0
bc,500,0.015279623679816723,0.0
bc,600,0.012490498833358288,0.0
bc,700,0.010861882008612156,0.0
bc,800,0.015533316880464554,0.0
bc,900,0.014192803762853146,0.0
imagination_rl,0,0.04339652508497238,2.8645389080047607
imagination_rl,100,-0.8563291430473328,0.8489338159561157
imagination_rl,200,-0.9747899770736694,0.6771524548530579
imagination_rl,300,-1.374157428741455,0.9206819534301758
imagination_rl,400,-2.109138011932373,0.6831199526786804
imagination_rl,500,-2.8133771419525146,0.8319317102432251
imagination_rl,600,-2.9205288887023926,1.0052274465560913
imagination_rl,700,-3.712751626968384,1.1343730688095093
imagination_rl,800,-4.3023576736450195,1.5103120803833008
imagination_rl,900,-4.443780899047852,0.9604339599609375
imagination_rl,1000,-4.458957672119141,1.7976982593536377
imagination_rl,1100,-4.408447742462158,1.7286128997802734
imagination_rl,1200,-4.56554651260376,2.978175163269043
imagination_rl,1300,-5.35145902633667,2.860764980316162
imagination_rl,1400,-5.5680460929870605,1.5863665342330933
