comparison,domain,metric,estimate,ci_low,ci_high,environment_episodes,fixed_model_seeds,training_seed_sd,valid_bootstrap_resamples,per_model_estimates
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,endpoint_force_mae_N_h1,1.0933570103235197,0.7281841105021188,1.4554260437208466,30,3,0.04420732035705033,2000,"[1.1035781198428702, 1.044934403392469, 1.1315585077352202]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,endpoint_force_mae_N_h2,1.0577733031974066,0.7009969557016857,1.4154344764825553,30,3,0.05370775701336331,2000,"[1.071683214079261, 0.9984789844832159, 1.1031577110297426]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,endpoint_force_mae_N_h3,1.0409891385162167,0.6890267741136755,1.3980697874284582,30,3,0.054709776399317955,2000,"[1.0577295892007856, 0.979864978564071, 1.0853728477837932]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,endpoint_force_mae_N_h4,1.0225498742740717,0.6681348930399744,1.3789635850694197,30,3,0.05744058220396106,2000,"[1.0467448639805876, 0.9569699305356307, 1.0639348283059964]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,endpoint_force_mae_N_h5,1.012428211373921,0.6592329592052172,1.3690858841970701,30,3,0.05424402160639477,2000,"[1.0409407999695934, 0.9498740071967176, 1.0464698269554518]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,height_mae_m,0.018420001685257172,0.010050126997943503,0.026710778795551057,30,3,0.00039707126177330473,2000,"[0.018636724457400205, 0.01866155316970091, 0.017961727428670405]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,height_mae_m_h1,0.018533480901603106,0.010278330094290949,0.026734720644401223,30,3,0.0002925838636858723,2000,"[0.01882604312158138, 0.01824087539901181, 0.018533524184216124]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,height_mae_m_h2,0.018484974720092768,0.010120713138169472,0.026720981763100185,30,3,0.00030636436399872927,2000,"[0.01875307361084399, 0.018550803643011024, 0.018151046906423288]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,height_mae_m_h3,0.018424158590480348,0.010035366495666595,0.026766650676680537,30,3,0.00046237504984725556,2000,"[0.018633179172304355, 0.018745116845998888, 0.017894179753137805]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,height_mae_m_h4,0.018360164630759287,0.009973948205892357,0.0266914169990942,30,3,0.0006024358494445099,2000,"[0.01853058005979013, 0.018859035582912232, 0.01769087824957549]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,height_mae_m_h5,0.018297229583350363,0.0099051461713844,0.026640382341776174,30,3,0.0006976241581558501,2000,"[0.018440746322481168, 0.018911934377570612, 0.017539008049999312]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,interval_peak_mae_N,2.707421826141852,1.7599354682666286,3.688309728096369,30,3,0.129885946033784,2000,"[2.7902937157154084, 2.5577290274567073, 2.77424273525344]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,interval_peak_mae_N_h1,2.792471016203916,1.8452675984656368,3.771800515935377,30,3,0.08398349897362568,2000,"[2.8425708084636265, 2.6955132887098525, 2.8393289514382682]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,interval_peak_mae_N_h2,2.725683758700335,1.7713995369518243,3.7039889037708433,30,3,0.12041753037835969,2000,"[2.7924197893672518, 2.5866743297047083, 2.797957157029046]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,interval_peak_mae_N_h3,2.7039313412595676,1.7482349902700496,3.6961804689555255,30,3,0.13773898679899962,2000,"[2.7856112507979076, 2.5449037273724873, 2.7812790456083087]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,interval_peak_mae_N_h4,2.6745415210282366,1.7281008086061034,3.6712713972296975,30,3,0.1499303546988039,2000,"[2.774208447800742, 2.5021152803632947, 2.7473008349206713]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,interval_peak_mae_N_h5,2.6404814935172047,1.6966570119416273,3.626556265047302,30,3,0.1588729536123777,2000,"[2.7566582821475136, 2.459438511133194, 2.705347687270906]"
