comparison,domain,metric,estimate,ci_low,ci_high,environment_episodes,fixed_model_seeds,training_seed_sd,valid_bootstrap_resamples,per_model_estimates
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,endpoint_force_mae_N_h4,0.34913533426551036,0.21491432629315826,0.4985890595001103,30,3,0.06558530281579109,2000,"[0.2822769881303733, 0.41336877829498714, 0.3517602363711706]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,endpoint_force_mae_N_h5,0.33679042823451716,0.21486873082980804,0.484073723621749,30,3,0.0687168323481582,2000,"[0.26505730667755145, 0.40202997833542115, 0.34328399969057904]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,height_mae_m,-0.001630432917289673,-0.0023511496488959824,-0.000889292602373651,30,3,0.001355828345336677,2000,"[-0.002830068015459498, -0.00015945107517634623, -0.0019017796612331747]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,height_mae_m_h1,-0.0007332326462508514,-0.00114747281587262,-0.0003069224985995086,30,3,0.0008451985196465242,2000,"[-0.0015012357496582101, 0.00017229451602260168, -0.0008707567051169463]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,height_mae_m_h2,-0.0009136663424713469,-0.0015140060181845368,-0.0003057912683221672,30,3,0.0012597821541155063,2000,"[-0.0019783483760935877, 0.0004770977642490632, -0.001239748415569516]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,height_mae_m_h3,-0.0014460256518052323,-0.00220124171117021,-0.0006727542833612935,30,3,0.0014618213769978035,2000,"[-0.002727352503312027, 0.00014625369592168781, -0.0017569781480253571]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,height_mae_m_h4,-0.0021480519961861086,-0.0030426595382740305,-0.0012264050167169545,30,3,0.0015602560497097278,2000,"[-0.0035429332425539746, -0.00046312533661774875, -0.0024380974093866016]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,height_mae_m_h5,-0.0029111879497348263,-0.003958430550226356,-0.00185009138709305,30,3,0.0016548005720359814,2000,"[-0.004400470205679691, -0.001129776015457335, -0.0032033176280674524]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,interval_peak_mae_N,-0.06150536964999306,-0.1793505476294844,0.0402981256260915,30,3,0.06813108188002916,2000,"[-0.025100258111953735, -0.14010531947347854, -0.01931053136454688]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,interval_peak_mae_N_h1,-0.07043962010630855,-0.14333134951304508,-0.002751914680004223,30,3,0.08778708286125972,2000,"[-0.005027257932557, -0.17020912256505755, -0.0360824798213111]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,interval_peak_mae_N_h2,-0.0818703556281549,-0.1943934583106527,0.016605087988354507,30,3,0.07991338395470896,2000,"[-0.03315667039818234, -0.17409752746423085, -0.038356869022051494]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,interval_peak_mae_N_h3,-0.08300994844348342,-0.2112655857393035,0.03033597104527332,30,3,0.0633388011777322,2000,"[-0.04759122908115387, -0.15613536602920955, -0.04530325022008684]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,interval_peak_mae_N_h4,-0.04728664301059864,-0.18986384586824312,0.07911516682527683,30,3,0.05539824858468549,2000,"[-0.02344525244500902, -0.11061411817868551, -0.0078005584081014]"
visuotactile_world_model minus visuotactile_persistence,test_geometry_ood,interval_peak_mae_N_h5,-0.024920281061419733,-0.17013470947632084,0.10124886517502642,30,3,0.060693412966807664,2000,"[-0.016280880702866447, -0.08947046313020918, 0.030990500648816425]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,contact_forecast_fraction,0.0,0.0,0.0,30,3,0.0,2000,"[0.0, 0.0, 0.0]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,contact_phase_endpoint_force_mae_N,0.43907073444440253,0.3380678798575089,0.5589161984715645,30,3,0.10218195130083962,2000,"[0.4676643867924709, 0.5239099433721189, 0.32563787316861786]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,endpoint_force_mae_N,0.26963632373764057,0.20472707578457852,0.3427277174012552,30,3,0.05907212218177497,2000,"[0.286373051661652, 0.3185342419393721, 0.20400167761189772]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,endpoint_force_mae_N_h1,0.26501969261089897,0.20087570197963303,0.33646528851766516,30,3,0.06252088341095367,2000,"[0.29264506515298744, 0.30896936394772234, 0.19344464873198713]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,endpoint_force_mae_N_h2,0.2646542744084483,0.20394882673736572,0.3347476759689014,30,3,0.06589940691583662,2000,"[0.2904287454840529, 0.3137709848131312, 0.18976309292816074]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,endpoint_force_mae_N_h3,0.26303459994969564,0.19757952979230178,0.33791026582998884,30,3,0.06228621570544362,2000,"[0.28036947365060094, 0.3148171364841444, 0.19391718971434144]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,endpoint_force_mae_N_h4,0.27186833072712263,0.20106910180946683,0.3510824924275543,30,3,0.05731442309781328,2000,"[0.28332543864870485, 0.3225888166482468, 0.20969073688441617]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,endpoint_force_mae_N_h5,0.2836047209920376,0.2147988167305006,0.36225897581077926,30,3,0.049682894702054684,2000,"[0.285096535371914, 0.33252490780361565, 0.23319271980058315]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,height_mae_m,-0.003029004164120394,-0.0034344409701583503,-0.0025732928059594064,30,3,0.000568059712567805,2000,"[-0.003546455830481136, -0.002421172807096607, -0.0031193838547834375]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,height_mae_m_h1,-0.001119139639809469,-0.0013544092827942223,-0.000886607182901773,30,3,0.00012367553412730617,2000,"[-0.0011839894004838749, -0.0011969033212517388, -0.0009765261976927933]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,height_mae_m_h2,-0.0020467312657813266,-0.0023624351850333,-0.0017185667044988674,30,3,0.00028104227176902174,2000,"[-0.0023512397062667232, -0.001797313699692798, -0.0019916403913844585]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,height_mae_m_h3,-0.0029965140120179127,-0.0034193644589183047,-0.002533906533332642,30,3,0.0005918919275169323,2000,"[-0.0035487769624321826, -0.0023716845599604615, -0.0030690805136610933]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,height_mae_m_h4,-0.003976673982909199,-0.004500160869614639,-0.0033742374082992486,30,3,0.0008692755703350743,2000,"[-0.004712955968150507, -0.003017722829713926, -0.004199343150863165]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,height_mae_m_h5,-0.005005961920084061,-0.005619626704663123,-0.004293982704336588,30,3,0.0011483074613149438,2000,"[-0.005935317115072394, -0.0037222396248641114, -0.005360329020315678]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,interval_peak_mae_N,0.00030480004239965414,-0.08499933572036249,0.0830734435774661,30,3,0.06154249354856805,2000,"[-0.07049856225649516, 0.040963992728127376, 0.030448969655566746]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,interval_peak_mae_N_h1,-0.015146885536335133,-0.05446463625298606,0.022584459948318966,30,3,0.04664678091155913,2000,"[-0.06057329694430033, 0.03263129631678263, -0.0174986559814877]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,interval_peak_mae_N_h2,-0.0047661689034214725,-0.08294615708677858,0.06798911723604902,30,3,0.05053911064769955,2000,"[-0.05614475621117486, 0.04488939854833815, -0.0030431490474277074]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,interval_peak_mae_N_h3,-0.014520669645733305,-0.11128164871644089,0.07873793195795128,30,3,0.06106289832568541,2000,"[-0.0839363153775533, 0.030900632937749226, 0.009473673502604167]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,interval_peak_mae_N_h4,0.0013559764402884002,-0.10955347827628807,0.11249155871846053,30,3,0.07216687288215838,2000,"[-0.08179350561565824, 0.038168337080213756, 0.04769309785630968]"
visuotactile_world_model minus visuotactile_persistence,test_physics_ood,interval_peak_mae_N_h5,0.03460174785719978,-0.09113478479782741,0.16819210699642143,30,3,0.09506096767018005,2000,"[-0.07004493713378906, 0.0582302987575531, 0.11561988194783529]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,contact_forecast_fraction,0.0,0.0,0.0,30,3,0.0,2000,"[0.0, 0.0, 0.0]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,contact_phase_endpoint_force_mae_N,0.5923844794298433,0.33564315774558595,0.8857706666927273,30,3,0.0964349167044801,2000,"[0.5422885872955715, 0.7035573020034426, 0.5313075489905158]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,endpoint_force_mae_N,0.2282855714783295,0.12645950003109363,0.3547814484904157,30,3,0.035539746474033226,2000,"[0.2079400047927306, 0.2693228492543761, 0.20759386038788188]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,endpoint_force_mae_N_h1,0.2249575096712143,0.11510117890730853,0.3591846155232554,30,3,0.026845575235058802,2000,"[0.21702851607649656, 0.25487452474970335, 0.20296948818744298]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,endpoint_force_mae_N_h2,0.22395029261870666,0.11945665965439574,0.3535845945401341,30,3,0.03554553666826624,2000,"[0.20800068654939188, 0.2646770837870685, 0.19917310751965958]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,endpoint_force_mae_N_h3,0.22511458331354164,0.12465068438774028,0.3497913092608746,30,3,0.03801590229353401,2000,"[0.20481993071736523, 0.2689710201634066, 0.20155279905985313]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,endpoint_force_mae_N_h4,0.22636222458816777,0.1279847652838351,0.3459262734441019,30,3,0.04011163767804029,2000,"[0.2004856954223942, 0.2725683025341843, 0.2060326758079248]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,endpoint_force_mae_N_h5,0.24104324720001724,0.13818942323034994,0.36484693352425307,30,3,0.03966022581203317,2000,"[0.20936519519800506, 0.2855233150375177, 0.22824123136452895]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,height_mae_m,-0.0005975223695724572,-0.0014351518784165955,0.00022107752201764986,30,3,0.0005884720428691816,2000,"[-0.0011995925598926583, -2.3663229129548807e-05, -0.0005693113196951647]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,height_mae_m_h1,-0.00010746055250584269,-0.0005953227974861404,0.0004034254989035412,30,3,0.00016869257668003697,2000,"[-0.00029516072859728915, -5.870667658907931e-05, 3.148574766884041e-05]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,height_mae_m_h2,-0.00016685488206955295,-0.0008750347453277316,0.0005626703669272319,30,3,0.0003765869005754031,2000,"[-0.0005748012928395636, 0.0001675119126513083, -9.327526602040356e-05]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,height_mae_m_h3,-0.0004714971032323471,-0.0013651532424156798,0.00040592706732651756,30,3,0.0006231616740996658,2000,"[-0.0011153349827671061, 0.0001286933958504556, -0.00042784972278039077]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,height_mae_m_h4,-0.0008882942348955785,-0.0019357194171626124,0.00010316696444648042,30,3,0.0008212251222943922,2000,"[-0.0016906249185881783, -4.9396318305904664e-05, -0.0009248614677926525]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,height_mae_m_h5,-0.0013535050751589653,-0.002528984892381737,-0.00029780310908541634,30,3,0.001010104502133012,2000,"[-0.0023220408766711545, -0.00030641845925452393, -0.0014320558895512174]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,interval_peak_mae_N,-0.0358290834206122,-0.10991135015984377,0.027338962322473504,30,3,0.0632701883233276,2000,"[-0.10122307892640432, -0.03134264653258854, 0.02507847519715627]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,interval_peak_mae_N_h1,-0.07628987815645007,-0.12524675198727184,-0.038856787523737675,30,3,0.048579455965639284,2000,"[-0.1053461820549435, -0.10331605143017239, -0.02020740098423428]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,interval_peak_mae_N_h2,-0.06547732949256897,-0.13255141979676707,-0.01132448352597378,30,3,0.05447015530706918,2000,"[-0.11948415928416782, -0.0663924491405487, -0.010555380052990384]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,interval_peak_mae_N_h3,-0.04733893553415935,-0.13193690608497022,0.02819141082631212,30,3,0.06212238900066345,2000,"[-0.11376074234644572, -0.03758648263083564, 0.00933041837480333]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,interval_peak_mae_N_h4,-0.01213003315307476,-0.10281741107613954,0.0702274595885365,30,3,0.07434114928572266,2000,"[-0.09382753206623926, 0.005898867911762661, 0.05153856469525231]"
visuotactile_world_model minus visuotactile_persistence,test_combined_ood,interval_peak_mae_N_h5,0.02209075923319216,-0.07671310703401213,0.11564295510782129,30,3,0.08672723111359293,2000,"[-0.07369677888022529, 0.0446828826268514, 0.09528617395295037]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,contact_forecast_fraction,0.0,0.0,0.0,30,3,0.0,2000,"[0.0, 0.0, 0.0]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,contact_phase_endpoint_force_mae_N,2.432774982553612,1.8764979767443029,2.9932773488094693,30,3,0.027121973985182745,2000,"[2.4146204978881785, 2.419752168602411, 2.4639522811702466]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,endpoint_force_mae_N,1.7453148280573132,1.4052660197292557,2.1027668075324843,30,3,0.028130910680253945,2000,"[1.742182740204976, 1.7188810388596159, 1.7748807051073483]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,endpoint_force_mae_N_h1,1.8053694869303663,1.4664808773059697,2.1675822466806993,30,3,0.03316140047713194,2000,"[1.8020990773850913, 1.7739644617150123, 1.8400449216909949]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,endpoint_force_mae_N_h2,1.7637837542806334,1.427621784574987,2.1238133807406294,30,3,0.030700219176129334,2000,"[1.7615962325807886, 1.7342358030525415, 1.7955192272085696]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,endpoint_force_mae_N_h3,1.7367342607166478,1.3966736891652847,2.0918464727543173,30,3,0.027838950318139995,2000,"[1.7328070266772475, 1.7110674637073169, 1.7663282917653798]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,endpoint_force_mae_N_h4,1.7209804253626106,1.378892291792182,2.076498166579616,30,3,0.02610554179622524,2000,"[1.7173856192818602, 1.6968585818976216, 1.7486970749083492]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,endpoint_force_mae_N_h5,1.6997062129963096,1.3554570648462667,2.056287579712041,30,3,0.022885598242754414,2000,"[1.6970257450998933, 1.6782788839255873, 1.7238140099634485]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,height_mae_m,0.025629660686988954,0.016762745382517836,0.0344337735426031,30,3,0.0002878911021223681,2000,"[0.025730095259398997, 0.025853880933165783, 0.025305005868402078]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,height_mae_m_h1,0.025226671291165986,0.016384251836879464,0.033936318606792505,30,3,0.00021720477207229683,2000,"[0.025421144554630803, 0.02526659524181418, 0.024992274077052973]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,height_mae_m_h2,0.025499689252702174,0.016626226263781265,0.03434416410806793,30,3,0.0003196772694921296,2000,"[0.02567384581382309, 0.025694472065224544, 0.02513074987905889]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,height_mae_m_h3,0.025673951775070574,0.016813183492070866,0.03451359688324817,30,3,0.0003328185635811646,2000,"[0.025784867272822237, 0.02593714981310768, 0.0252998382392818]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,height_mae_m_h4,0.025821457656156444,0.016984220557096436,0.034699620617464656,30,3,0.00031789099272528314,2000,"[0.025864416754920967, 0.026115684568746172, 0.025484271644802194]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,height_mae_m_h5,0.025926533459849587,0.017099690470090773,0.03483120417635385,30,3,0.0003192896056919304,2000,"[0.025906201900797895, 0.02625550297693634, 0.025617895501814526]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,interval_peak_mae_N,4.772381246699228,3.7266344790716963,5.846021352956251,30,3,0.0835684591249301,2000,"[4.759727337492837, 4.695861377000809, 4.861555025604036]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,interval_peak_mae_N_h1,4.895580635070801,3.874742862534744,5.984632684295925,30,3,0.08231374539312541,2000,"[4.877422768142488, 4.82386184838083, 4.9854572886890836]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,interval_peak_mae_N_h2,4.7958007985132705,3.7610233919167957,5.882863519227063,30,3,0.08826053710451272,2000,"[4.7833204317092894, 4.714444733460744, 4.88963723036978]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,interval_peak_mae_N_h3,4.7558306389384795,3.711649215545919,5.8305194554052955,30,3,0.08432056015057363,2000,"[4.7418866231706405, 4.67935128264957, 4.846254010995229]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,interval_peak_mae_N_h4,4.723941499568798,3.6927550843115204,5.792953747938077,30,3,0.08411890348051729,2000,"[4.712334158817927, 4.646229050821728, 4.813261289066738]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_id,interval_peak_mae_N_h5,4.690752661404786,3.6496911735700235,5.78291487594887,30,3,0.07911063355119209,2000,"[4.683672705623839, 4.61541996969117, 4.773165308899349]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,contact_forecast_fraction,0.0,0.0,0.0,30,3,0.0,2000,"[0.0, 0.0, 0.0]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,contact_phase_endpoint_force_mae_N,1.5924215684879155,1.1239650840689839,2.0561889158144515,30,3,0.1306974415064599,2000,"[1.7161020317389017, 1.4556868879770037, 1.6054757857478417]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,endpoint_force_mae_N,1.127627425752676,0.8130573242350192,1.446594417684639,30,3,0.12267075725714109,2000,"[1.2355716380198698, 0.9942251618416221, 1.1530854773965353]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,endpoint_force_mae_N_h1,1.1570833714668822,0.8453153076223077,1.4654541208452816,30,3,0.10986034369654268,2000,"[1.2601376161058606, 1.0414925143706906, 1.1696199839240957]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,endpoint_force_mae_N_h2,1.144908863306606,0.8360644467143262,1.4575074043783045,30,3,0.11939023926646392,2000,"[1.248786813077836, 1.014477481809919, 1.1714622950320632]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,endpoint_force_mae_N_h3,1.1313502002319316,0.8183698115529758,1.449593220900927,30,3,0.12687522151050454,2000,"[1.2403168789490506, 0.9920610884851689, 1.161672633261575]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,endpoint_force_mae_N_h4,1.1153183133907243,0.7984647834993718,1.4374541064037814,30,3,0.12696791631725687,2000,"[1.2255610455359285, 0.9764965483894641, 1.1438973462467805]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,endpoint_force_mae_N_h5,1.0894763803672345,0.7653368754844054,1.4149607034230347,30,3,0.1307151305748503,2000,"[1.2030558364306732, 0.9465981761528679, 1.1187751285181622]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,height_mae_m,0.015550114790861025,0.008475813890799919,0.023362002985677057,30,3,0.0005104344161747694,2000,"[0.015525392747521335, 0.015052490608191065, 0.01607246101687067]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,height_mae_m_h1,0.01562539114276997,0.008937358394173148,0.023261825469701857,30,3,0.0007717576385146514,2000,"[0.01578487848999632, 0.014786349970042162, 0.01630494496827143]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,height_mae_m_h2,0.01553782832652494,0.00852342859998532,0.02328558552455822,30,3,0.0006725365201233376,2000,"[0.015671659826669685, 0.014808438261421138, 0.016133386891484]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,height_mae_m_h3,0.01552785014590309,0.00834657921006416,0.023412297092053665,30,3,0.00046504799609579077,2000,"[0.015475725742936548, 0.01509106040169071, 0.016016764293082006]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,height_mae_m_h4,0.015516159525766312,0.008203124419823495,0.023555146087770273,30,3,0.0003584717939016243,2000,"[0.01537349959474846, 0.015250980746835315, 0.015923998235715164]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,height_mae_m_h5,0.015543344813340807,0.008185305261601807,0.02364531171554982,30,3,0.0003809414494697871,2000,"[0.015321200083255665, 0.015325623660966004, 0.01598321069580076]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,interval_peak_mae_N,2.902473892459163,1.987765175176329,3.799726828804721,30,3,0.34985233689994427,2000,"[3.221601022693846, 2.528399106899897, 2.9574215477837456]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,interval_peak_mae_N_h1,2.924604966640473,2.0128370048635538,3.8121857086210325,30,3,0.3148003607853449,2000,"[3.228937769068612, 2.600289135641522, 2.9445879952112834]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,interval_peak_mae_N_h2,2.927142144529908,2.0222206748723983,3.811704567035039,30,3,0.33362460405342953,2000,"[3.232178342077467, 2.570859316057629, 2.978388775454627]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,interval_peak_mae_N_h3,2.9148021171711114,1.9999376152809023,3.822493816372421,30,3,0.35678637133994423,2000,"[3.232969401809904, 2.5290608056386312, 2.9823761440647973]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,interval_peak_mae_N_h4,2.888066728733204,1.9649385675633397,3.802114513795684,30,3,0.36766394350820875,2000,"[3.2161268128289118, 2.4906717122925652, 2.9574016610781353]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_geometry_ood,interval_peak_mae_N_h5,2.8577535052211194,1.9196668954579919,3.780212205396758,30,3,0.3777680874952121,2000,"[3.197792787684335, 2.451114564869139, 2.924353163109885]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,contact_forecast_fraction,0.0,0.0,0.0,30,3,0.0,2000,"[0.0, 0.0, 0.0]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,contact_phase_endpoint_force_mae_N,2.069301301295104,1.5752213733737408,2.5627593642365887,30,3,0.13004415739590017,2000,"[1.9991378936819926, 1.98940776843351, 2.219358241769809]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,endpoint_force_mae_N,1.4108118285899565,1.0626098696047808,1.763419841098734,30,3,0.08894270542116159,2000,"[1.3719960105538895, 1.3478740998954875, 1.5125653753204926]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,endpoint_force_mae_N_h1,1.4756516903417365,1.1332059081571066,1.811363731159737,30,3,0.08543319488872754,2000,"[1.428083472000435, 1.4245907646618974, 1.5742808343628767]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,endpoint_force_mae_N_h2,1.4295133964965814,1.0825854408028257,1.7752169120109718,30,3,0.09334072504401932,2000,"[1.3870715652463346, 1.364935074526972, 1.5365335497164374]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,endpoint_force_mae_N_h3,1.4034745966536455,1.0542416414507798,1.758418773550885,30,3,0.09282847792644315,2000,"[1.364752557367276, 1.3362759312854529, 1.5093953013082069]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,endpoint_force_mae_N_h4,1.3838738693947255,1.0338651245348556,1.7402706613700798,30,3,0.08959372304433492,2000,"[1.348420405017074, 1.3174321745656845, 1.4857690286014178]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,endpoint_force_mae_N_h5,1.3615455900630942,1.0100159627467593,1.7197419754568075,30,3,0.08442317758199387,2000,"[1.3316520531383274, 1.2961365544374308, 1.4568481626135246]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,height_mae_m,0.006574020952269267,0.0014157269489431202,0.01329634666513698,30,3,0.00020319567693142387,2000,"[0.0065107975423080566, 0.006801312455512945, 0.006409952858986798]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,height_mae_m_h1,0.006489967470891619,0.0014081550807720675,0.013227058663375452,30,3,0.0002182119897305795,2000,"[0.00627669833387093, 0.006712807369994051, 0.006480396708809874]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,height_mae_m_h2,0.006595041346450604,0.00145106869459239,0.013322870283843291,30,3,0.0002408807792436714,2000,"[0.006458776343141734, 0.006873167744359105, 0.006453179951850972]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,height_mae_m_h3,0.00660447395405316,0.0014289065663678126,0.01331451060732972,30,3,0.0002261516654366959,2000,"[0.0065490648387074345, 0.00685318065703743, 0.006411176366414616]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,height_mae_m_h4,0.006603374486111095,0.0014257751258712097,0.013368292732058758,30,3,0.0002231048303452666,2000,"[0.006607975030023631, 0.00682414346701181, 0.006378004961297847]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,height_mae_m_h5,0.006577247503839856,0.0013951297691438176,0.013387642659357811,30,3,0.00022053999287676232,2000,"[0.006661473165796552, 0.006743263039162331, 0.006327006306560684]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,interval_peak_mae_N,3.8031891248314467,2.79251917075581,4.826221147925324,30,3,0.189815368700992,2000,"[3.7453384249740176, 3.649030213859346, 4.015198735660976]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,interval_peak_mae_N_h1,3.922163134371793,2.9290650292381093,4.90171204118265,30,3,0.19130961096901936,2000,"[3.843848688999812, 3.78243630806605, 4.1402044060495165]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,interval_peak_mae_N_h2,3.8310230072780893,2.8295345984012994,4.844433485080798,30,3,0.20766538082863745,2000,"[3.7593390256828734, 3.6686959654755062, 4.065034030675888]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,interval_peak_mae_N_h3,3.78827919544997,2.7722869957376415,4.813959255774816,30,3,0.19707154486313774,2000,"[3.72959313498603, 3.627216990656323, 4.0080274607075586]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,interval_peak_mae_N_h4,3.758285286426544,2.734845035711924,4.795951027094212,30,3,0.18600158758223695,2000,"[3.709564526610904, 3.601492951048745, 3.9637983816199833]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_physics_ood,interval_peak_mae_N_h5,3.716195000630838,2.693463027231119,4.7789087508364965,30,3,0.16907513245214967,2000,"[3.6843467485904693, 3.5653088540501066, 3.898929399251938]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,contact_forecast_fraction,0.0,0.0,0.0,30,3,0.0,2000,"[0.0, 0.0, 0.0]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,contact_phase_endpoint_force_mae_N,1.8145545572832653,1.1488056115119436,2.4653774517389806,30,3,0.12264780305607549,2000,"[1.8582691750950064, 1.6760385250144934, 1.909355971740296]"
visuotactile_shuffled_touch minus visuotactile_world_model,test_combined_ood,endpoint_force_mae_N,1.0454195075370272,0.6928627454997626,1.3999111617067501,30,3,0.05259683175270409,2000,"[1.0641353174146195, 0.9860244608344209, 1.086098744362041]"
