phase,step,loss,value_loss
bc,0,0.07415828108787537,0.0
bc,100,0.017198383808135986,0.0
bc,200,0.017614901065826416,0.0
bc,300,0.012163707986474037,0.0
bc,400,0.014989027753472328,0.0
bc,500,0.009516309946775436,0.0
bc,600,0.007391313556581736,0.0
bc,700,0.013098528608679771,0.0
bc,800,0.009670348837971687,0.0
bc,900,0.014928905293345451,0.0
imagination_rl,0,-0.5358660221099854,3.8883779048919678
imagination_rl,100,-1.63057541847229,1.3354724645614624
imagination_rl,200,-2.478645086288452,0.9525570273399353
imagination_rl,300,-3.0136711597442627,0.7712302207946777
imagination_rl,400,-3.1784520149230957,1.1687437295913696
imagination_rl,500,-4.0495381355285645,0.8392581939697266
imagination_rl,600,-5.566864490509033,1.417209267616272
imagination_rl,700,-5.26591157913208,1.5885696411132812
imagination_rl,800,-5.764889717102051,2.1125435829162598
imagination_rl,900,-6.529420375823975,2.3639872074127197
imagination_rl,1000,-7.0051589012146,0.8650211691856384
imagination_rl,1100,-7.538386344909668,2.1265218257904053
imagination_rl,1200,-8.147062301635742,1.9683698415756226
imagination_rl,1300,-7.936361312866211,3.678022861480713
imagination_rl,1400,-8.804755210876465,1.3616493940353394
