phase,step,actor_loss,val_normalized_action_mse,val_action_nll,value_loss,critic_loss,mean_advantage,mean_advantage_weight,max_advantage_weight,mean_td_target
bc,250,1.7216192483901978,0.03994474601983042,1.7279185877614842,,,,,,
bc,500,1.562064290046692,0.02987706357947527,1.5687564275203607,,,,,,
bc,750,1.4054720401763916,0.024024443851012888,1.4140485608097397,,,,,,
bc,1000,1.254749059677124,0.022169836097475373,1.2652701903612187,,,,,,
bc,1250,1.1155602931976318,0.020318030412121244,1.117031951527019,,,,,,
bc,1500,0.9503847360610962,0.020804864825210073,0.9749041627614926,,,,,,
bc,1750,0.8139206171035767,0.019849118749327932,0.8305499285132021,,,,,,
bc,2000,0.6722859144210815,0.01957708189686958,0.689284975930448,,,,,,
iql,250,0.43861645460128784,0.02018416436105939,0.5528231670349946,0.0014070842880755663,0.0466143861413002,-0.06266868859529495,0.8335021734237671,1.234259009361267,0.3336625099182129
iql,500,0.3255464732646942,0.01953120049662315,0.4141535180392283,0.0007820801110938191,0.17675098776817322,-0.03270260989665985,0.9143304228782654,1.172539472579956,0.518073558807373
iql,750,0.19961118698120117,0.0187129921368545,0.2761198652314616,0.00479521881788969,0.12426790595054626,-0.055606864392757416,0.8667227625846863,1.3503954410552979,0.5471799373626709
iql,1000,0.10095123946666718,0.018265648709606692,0.14201875707823716,0.004301027860492468,0.10322538018226624,-0.02191714011132717,0.9648836255073547,2.1554999351501465,1.1650059223175049
iql,1250,-0.05315747857093811,0.021829705296046758,0.03675312753562089,0.013111667707562447,0.2526931166648865,0.009995382279157639,1.1148557662963867,4.458645820617676,1.032231092453003
iql,1500,-0.1717093288898468,0.020304572980871405,-0.09851131989405705,0.006948542781174183,0.3528808653354645,-0.08147907257080078,0.8326302766799927,2.489544630050659,1.5434906482696533
iql,1750,-0.2777770161628723,0.02246899392469462,-0.19890795184142424,0.020379405468702316,0.44402188062667847,-0.06929735839366913,0.9414759874343872,12.79971981048584,2.013131618499756
iql,2000,-0.3315928280353546,0.02143598484871534,-0.3225753997271751,0.014973089098930359,0.8676716089248657,-0.1296803057193756,0.7518562078475952,5.392999649047852,2.236574649810791
iql,2250,-0.5137243270874023,0.02074582352057345,-0.4406453333931528,0.008516989648342133,1.424398422241211,-0.08023999631404877,0.8565349578857422,4.128261566162109,2.3433852195739746
iql,2500,-0.6134486198425293,0.019127365252350186,-0.5669628982142214,0.027171354740858078,1.6705950498580933,-0.0831635594367981,0.9031329154968262,2.6424951553344727,1.694262981414795
iql,2750,-1.0152649879455566,0.01922944175506321,-0.6674352421428694,0.07202115654945374,2.474038600921631,-0.04513702914118767,1.1624337434768677,6.3322248458862305,1.8042449951171875
iql,3000,-1.1725631952285767,0.019031932449561882,-0.7627268706485902,0.023121362552046776,4.093766212463379,0.012232687324285507,1.2310668230056763,13.022762298583984,1.7313315868377686
iql,3250,-1.0340235233306885,0.01973066313214423,-0.834709603707869,0.03234473243355751,2.403505563735962,-0.04109373688697815,1.110182762145996,11.67856502532959,2.814608097076416
iql,3500,-1.323073148727417,0.017165824925295,-0.9753633187367365,0.01654215157032013,1.1880793571472168,-0.03371823579072952,1.039427399635315,7.098257541656494,3.055269241333008
iql,3750,-1.7541396617889404,0.022835509921935806,-0.8853778633879218,0.05879456177353859,2.3954906463623047,-0.11457373946905136,1.4659450054168701,100.0,2.741154670715332
iql,4000,-1.2617734670639038,0.01665753472128187,-1.125574407996712,0.019938550889492035,0.7623856067657471,-0.08672496676445007,0.92055344581604,4.9526567459106445,2.575173854827881
iql,4250,-1.4314990043640137,0.017133297441329385,-1.1713541654440074,0.02736147679388523,2.2002921104431152,-0.0785859227180481,0.9697386026382446,8.687918663024902,3.198824882507324
iql,4500,-1.9334415197372437,0.02022863934183282,-1.0877326670147123,0.17962460219860077,2.58497953414917,-0.12255343794822693,1.2048466205596924,38.58192443847656,3.3538095951080322
iql,4750,-5.763915538787842,0.02257772035139439,-0.9941973083621853,0.12202776968479156,2.5659258365631104,0.0634695515036583,3.4286019802093506,100.0,3.34749698638916
iql,5000,-2.5627965927124023,0.02028111636300909,-1.1084271804753678,0.03846998140215874,1.748971939086914,-0.11260327696800232,1.4251294136047363,73.52437591552734,3.1020352840423584
iql,5250,-1.8446619510650635,0.019466177449517306,-1.1479525548634513,0.027781737968325615,2.978780508041382,-0.064963199198246,0.9945335388183594,4.446130752563477,3.540971279144287
iql,5500,-2.3305540084838867,0.018461581196332344,-1.1924396207481076,0.03372631222009659,1.5820786952972412,-0.10664903372526169,1.0653270483016968,14.28217601776123,1.9777154922485352
iql,5750,-2.1857545375823975,0.018492023817915128,-1.1627662242987218,0.10329319536685944,2.0685222148895264,-0.258271723985672,1.3941943645477295,100.0,3.4304330348968506
