phase,step,loss,value_loss
bc,0,0.0668477937579155,0.0
bc,100,0.027411337941884995,0.0
bc,200,0.015878861770033836,0.0
bc,300,0.010616473853588104,0.0
bc,400,0.01286849845200777,0.0
bc,500,0.011118091642856598,0.0
bc,600,0.009573129937052727,0.0
bc,700,0.01192078460007906,0.0
bc,800,0.011594925075769424,0.0
bc,900,0.008671805262565613,0.0
imagination_rl,0,-1.1001946926116943,4.995605945587158
imagination_rl,100,-1.8025866746902466,1.0624048709869385
imagination_rl,200,-2.1996052265167236,0.7447975277900696
imagination_rl,300,-2.8503799438476562,0.7601950168609619
imagination_rl,400,-4.04642391204834,0.9499738812446594
imagination_rl,500,-4.710973739624023,0.45346567034721375
imagination_rl,600,-5.164287567138672,0.919559121131897
imagination_rl,700,-6.196822643280029,0.6604146361351013
imagination_rl,800,-6.6568098068237305,1.6180931329727173
imagination_rl,900,-6.749927043914795,0.765923798084259
imagination_rl,1000,-6.771454811096191,0.39869222044944763
imagination_rl,1100,-7.824653148651123,1.4356573820114136
imagination_rl,1200,-7.702325820922852,1.7126123905181885
imagination_rl,1300,-7.910435676574707,1.7315677404403687
imagination_rl,1400,-9.311858177185059,0.5092244148254395
